MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190129,MT,87.73,11.30,0.97,0.00,0.00,0.00,2019-01-29,2019-02-04,2
20190122,MT,87.73,11.35,0.92,0.00,0.00,0.00,2019-01-22,2019-01-28,2
20190115,MT,87.73,11.35,0.92,0.00,0.00,0.00,2019-01-15,2019-01-21,2
20190108,MT,93.69,5.39,0.92,0.00,0.00,0.00,2019-01-08,2019-01-14,2
20190101,MT,93.69,5.39,0.92,0.00,0.00,0.00,2019-01-01,2019-01-07,2
20181225,MT,92.72,5.82,1.47,0.00,0.00,0.00,2018-12-25,2018-12-31,2
20181218,MT,92.72,5.82,1.47,0.00,0.00,0.00,2018-12-18,2018-12-24,2
20181211,MT,92.71,5.82,1.47,0.00,0.00,0.00,2018-12-11,2018-12-17,2
20181204,MT,92.37,6.17,1.47,0.00,0.00,0.00,2018-12-04,2018-12-10,2
20181127,MT,92.30,6.23,1.47,0.00,0.00,0.00,2018-11-27,2018-12-03,2
20181120,MT,90.34,8.19,1.47,0.00,0.00,0.00,2018-11-20,2018-11-26,2
20181113,MT,83.59,14.94,1.47,0.00,0.00,0.00,2018-11-13,2018-11-19,2
20181106,MT,81.72,16.81,1.47,0.00,0.00,0.00,2018-11-06,2018-11-12,2
20181030,MT,73.83,18.11,7.29,0.77,0.00,0.00,2018-10-30,2018-11-05,2
20181023,MT,73.79,18.16,7.29,0.77,0.00,0.00,2018-10-23,2018-10-29,2
20181016,MT,73.79,18.16,7.29,0.77,0.00,0.00,2018-10-16,2018-10-22,2
20181009,MT,68.39,23.55,7.25,0.81,0.00,0.00,2018-10-09,2018-10-15,2
20181002,MT,46.31,40.51,10.44,2.74,0.00,0.00,2018-10-02,2018-10-08,2
20180925,MT,46.28,40.54,10.44,2.74,0.00,0.00,2018-09-25,2018-10-01,2
20180918,MT,46.31,40.51,9.70,3.48,0.00,0.00,2018-09-18,2018-09-24,2
20180911,MT,46.31,40.62,9.59,3.48,0.00,0.00,2018-09-11,2018-09-17,2
20180904,MT,46.31,40.62,9.59,3.48,0.00,0.00,2018-09-04,2018-09-10,2
20180828,MT,46.39,42.14,7.99,3.48,0.00,0.00,2018-08-28,2018-09-03,2
20180821,MT,47.08,41.44,9.15,2.32,0.00,0.00,2018-08-21,2018-08-27,2
20180814,MT,41.72,46.81,9.15,2.32,0.00,0.00,2018-08-14,2018-08-20,2
20180807,MT,71.62,16.91,9.15,2.32,0.00,0.00,2018-08-07,2018-08-13,2
20180731,MT,74.48,16.15,9.37,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,MT,75.02,16.80,8.18,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,MT,84.00,8.64,7.36,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,MT,84.07,8.57,7.36,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,MT,84.45,11.45,4.10,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,MT,83.72,12.18,4.10,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,MT,83.72,12.18,4.10,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,MT,88.05,11.95,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,MT,88.05,11.95,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,MT,87.52,12.48,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,MT,91.13,5.35,3.52,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,MT,88.36,8.12,3.52,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,MT,93.03,3.45,3.52,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,MT,93.03,3.45,3.52,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,MT,91.13,5.06,2.70,1.12,0.00,0.00,2018-04-24,2018-04-30,2
20180417,MT,91.13,5.06,2.70,1.12,0.00,0.00,2018-04-17,2018-04-23,2
20180410,MT,88.33,5.88,3.68,2.11,0.00,0.00,2018-04-10,2018-04-16,2
20180403,MT,88.33,5.88,3.68,2.11,0.00,0.00,2018-04-03,2018-04-09,2
20180327,MT,84.38,6.90,5.31,3.41,0.00,0.00,2018-03-27,2018-04-02,2
20180320,MT,84.35,6.94,4.97,3.74,0.00,0.00,2018-03-20,2018-03-26,2
20180313,MT,76.11,12.11,7.01,4.77,0.00,0.00,2018-03-13,2018-03-19,2
20180306,MT,68.91,16.49,8.48,6.11,0.00,0.00,2018-03-06,2018-03-12,2
20180227,MT,67.94,17.46,8.48,6.11,0.00,0.00,2018-02-27,2018-03-05,2
20180220,MT,60.55,15.92,17.42,6.11,0.00,0.00,2018-02-20,2018-02-26,2
20180213,MT,60.55,15.92,17.42,6.11,0.00,0.00,2018-02-13,2018-02-19,2
20180206,MT,57.34,14.50,13.67,14.49,0.00,0.00,2018-02-06,2018-02-12,2
20180130,MT,57.09,14.71,13.70,14.49,0.00,0.00,2018-01-30,2018-02-05,2
20180123,MT,57.09,14.71,13.70,14.49,0.00,0.00,2018-01-23,2018-01-29,2
20180116,MT,57.09,14.71,13.70,14.49,0.00,0.00,2018-01-16,2018-01-22,2
20180109,MT,57.08,14.73,13.70,14.49,0.00,0.00,2018-01-09,2018-01-15,2
20180102,MT,47.47,10.49,15.29,14.52,12.23,0.00,2018-01-02,2018-01-08,2
20171226,MT,29.26,18.59,21.95,17.93,12.27,0.00,2017-12-26,2018-01-01,2
20171219,MT,28.46,18.66,22.68,17.93,12.27,0.00,2017-12-19,2017-12-25,2
20171212,MT,28.46,18.66,22.68,17.93,12.27,0.00,2017-12-12,2017-12-18,2
20171205,MT,28.46,18.66,22.68,17.93,12.27,0.00,2017-12-05,2017-12-11,2
20171128,MT,27.00,19.50,23.30,17.93,12.27,0.00,2017-11-28,2017-12-04,2
20171121,MT,24.32,17.86,27.62,17.93,12.27,0.00,2017-11-21,2017-11-27,2
20171114,MT,24.30,17.89,27.62,17.93,12.27,0.00,2017-11-14,2017-11-20,2
20171107,MT,24.30,17.89,27.62,17.93,12.27,0.00,2017-11-07,2017-11-13,2
20171031,MT,16.34,10.29,31.86,26.60,14.90,0.00,2017-10-31,2017-11-06,2
20171024,MT,16.34,10.29,31.86,26.60,14.90,0.00,2017-10-24,2017-10-30,2
20171017,MT,9.82,13.69,28.57,33.01,14.91,0.00,2017-10-17,2017-10-23,2
20171010,MT,9.59,13.93,21.55,37.16,12.33,5.46,2017-10-10,2017-10-16,2
20171003,MT,9.59,13.93,10.72,42.37,13.21,10.19,2017-10-03,2017-10-09,2
20170926,MT,6.48,7.44,16.45,26.88,25.21,17.53,2017-09-26,2017-10-02,2
20170919,MT,1.29,12.24,16.74,26.98,25.21,17.53,2017-09-19,2017-09-25,2
20170912,MT,0.00,8.78,18.20,23.16,23.90,25.97,2017-09-12,2017-09-18,2
20170905,MT,0.00,8.78,22.46,25.09,17.71,25.97,2017-09-05,2017-09-11,2
20170829,MT,0.03,9.77,24.19,26.59,14.87,24.55,2017-08-29,2017-09-04,2
20170822,MT,2.77,7.03,30.65,25.21,22.47,11.87,2017-08-22,2017-08-28,2
20170815,MT,2.77,27.44,23.22,21.46,13.24,11.87,2017-08-15,2017-08-21,2
20170808,MT,11.49,27.72,16.45,19.27,13.20,11.87,2017-08-08,2017-08-14,2
20170801,MT,14.41,32.20,15.63,12.70,13.19,11.87,2017-08-01,2017-08-07,2
20170725,MT,18.27,32.85,11.12,13.86,12.02,11.87,2017-07-25,2017-07-31,2
20170718,MT,34.59,20.01,7.66,15.74,20.46,1.54,2017-07-18,2017-07-24,2
20170711,MT,45.80,9.48,6.98,15.74,22.00,0.00,2017-07-11,2017-07-17,2
20170704,MT,52.28,4.78,8.01,22.04,12.89,0.00,2017-07-04,2017-07-10,2
20170627,MT,52.28,5.62,16.94,18.40,6.77,0.00,2017-06-27,2017-07-03,2
20170620,MT,56.31,16.58,14.77,5.97,6.37,0.00,2017-06-20,2017-06-26,2
20170613,MT,64.27,15.19,10.53,10.02,0.00,0.00,2017-06-13,2017-06-19,2
20170606,MT,63.31,20.13,16.56,0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,MT,67.50,32.50,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,MT,95.12,4.88,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,MT,98.45,1.55,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,MT,98.45,1.55,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,MT,98.51,1.49,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,MT,87.57,12.43,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,MT,87.57,12.42,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,MT,87.57,12.42,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,MT,86.71,12.17,1.11,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,MT,86.71,12.17,1.11,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,MT,86.71,12.17,1.11,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,MT,86.71,12.17,1.11,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,MT,89.98,8.91,1.11,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,MT,84.14,14.75,1.11,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,MT,82.26,15.00,2.73,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,MT,82.26,15.00,2.73,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,MT,85.27,12.00,2.73,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,MT,85.27,12.00,2.73,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,MT,85.27,12.00,2.73,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,MT,85.31,11.95,2.73,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,MT,85.31,11.95,2.73,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,MT,74.25,20.88,4.87,0.00,0.00,0.00,2017-01-03,2017-01-09,2
20161227,MT,74.25,20.88,4.87,0.00,0.00,0.00,2016-12-27,2017-01-02,2
20161220,MT,74.18,20.89,4.59,0.34,0.00,0.00,2016-12-20,2016-12-26,2
20161213,MT,72.32,22.75,4.59,0.34,0.00,0.00,2016-12-13,2016-12-19,2
20161206,MT,72.32,22.75,4.59,0.34,0.00,0.00,2016-12-06,2016-12-12,2
20161129,MT,72.95,22.09,4.63,0.34,0.00,0.00,2016-11-29,2016-12-05,2
20161122,MT,83.62,11.42,4.63,0.34,0.00,0.00,2016-11-22,2016-11-28,2
20161115,MT,83.63,11.41,4.63,0.34,0.00,0.00,2016-11-15,2016-11-21,2
20161108,MT,83.63,11.41,4.63,0.34,0.00,0.00,2016-11-08,2016-11-14,2
20161101,MT,81.27,12.41,5.98,0.34,0.00,0.00,2016-11-01,2016-11-07,2
20161025,MT,81.27,12.41,5.98,0.34,0.00,0.00,2016-10-25,2016-10-31,2
20161018,MT,81.27,12.41,5.98,0.34,0.00,0.00,2016-10-18,2016-10-24,2
20161011,MT,71.68,19.71,8.28,0.34,0.00,0.00,2016-10-11,2016-10-17,2
20161004,MT,56.60,19.16,19.02,5.22,0.00,0.00,2016-10-04,2016-10-10,2
20160927,MT,55.14,19.37,19.63,5.53,0.33,0.00,2016-09-27,2016-10-03,2
20160920,MT,42.56,29.94,21.45,5.72,0.33,0.00,2016-09-20,2016-09-26,2
20160913,MT,54.61,24.48,14.05,6.51,0.35,0.00,2016-09-13,2016-09-19,2
20160906,MT,43.00,32.07,16.85,7.60,0.48,0.00,2016-09-06,2016-09-12,2
20160830,MT,43.00,32.07,17.32,7.25,0.35,0.00,2016-08-30,2016-09-05,2
20160823,MT,42.90,32.10,17.40,7.25,0.35,0.00,2016-08-23,2016-08-29,2
20160816,MT,42.70,30.73,16.75,9.14,0.68,0.00,2016-08-16,2016-08-22,2
20160809,MT,42.70,30.73,16.83,9.27,0.47,0.00,2016-08-09,2016-08-15,2
20160802,MT,59.77,25.50,13.61,0.66,0.47,0.00,2016-08-02,2016-08-08,2
20160726,MT,59.77,25.50,13.61,0.66,0.47,0.00,2016-07-26,2016-08-01,2
20160719,MT,60.33,24.95,13.60,0.66,0.47,0.00,2016-07-19,2016-07-25,2
20160712,MT,70.52,20.74,8.27,0.47,0.00,0.00,2016-07-12,2016-07-18,2
20160705,MT,68.81,22.49,8.42,0.27,0.00,0.00,2016-07-05,2016-07-11,2
20160628,MT,68.82,22.49,8.42,0.27,0.00,0.00,2016-06-28,2016-07-04,2
20160621,MT,71.10,20.88,8.02,0.00,0.00,0.00,2016-06-21,2016-06-27,2
20160614,MT,71.54,20.78,7.69,0.00,0.00,0.00,2016-06-14,2016-06-20,2
20160607,MT,77.41,14.97,7.62,0.00,0.00,0.00,2016-06-07,2016-06-13,2
20160531,MT,79.24,13.14,7.62,0.00,0.00,0.00,2016-05-31,2016-06-06,2
20160524,MT,77.72,14.45,7.84,0.00,0.00,0.00,2016-05-24,2016-05-30,2
20160517,MT,77.72,14.45,7.84,0.00,0.00,0.00,2016-05-17,2016-05-23,2
20160510,MT,78.12,14.01,7.87,0.00,0.00,0.00,2016-05-10,2016-05-16,2
20160503,MT,78.12,14.01,7.87,0.00,0.00,0.00,2016-05-03,2016-05-09,2
20160426,MT,78.13,14.01,7.87,0.00,0.00,0.00,2016-04-26,2016-05-02,2
20160419,MT,74.43,17.70,7.05,0.81,0.00,0.00,2016-04-19,2016-04-25,2
20160412,MT,65.17,26.19,6.20,2.44,0.00,0.00,2016-04-12,2016-04-18,2
20220405,NC,54.62,14.73,19.64,11.02,0.00,0.00,2022-04-05,2022-04-11,2
20220329,NC,59.00,10.34,27.12,3.54,0.00,0.00,2022-03-29,2022-04-04,2
20220322,NC,56.25,13.39,27.50,2.85,0.00,0.00,2022-03-22,2022-03-28,2
20220315,NC,41.86,37.93,20.21,0.00,0.00,0.00,2022-03-15,2022-03-21,2
20220308,NC,33.55,46.24,20.21,0.00,0.00,0.00,2022-03-08,2022-03-14,2
20220301,NC,48.29,42.61,9.10,0.00,0.00,0.00,2022-03-01,2022-03-07,2
20220222,NC,39.25,51.65,9.10,0.00,0.00,0.00,2022-02-22,2022-02-28,2
20220215,NC,56.69,41.32,1.99,0.00,0.00,0.00,2022-02-15,2022-02-21,2
20220208,NC,56.69,41.32,1.99,0.00,0.00,0.00,2022-02-08,2022-02-14,2
20220201,NC,33.44,52.34,14.22,0.00,0.00,0.00,2022-02-01,2022-02-07,2
20220125,NC,40.40,45.38,14.22,0.00,0.00,0.00,2022-01-25,2022-01-31,2
20220118,NC,17.66,59.50,22.84,0.00,0.00,0.00,2022-01-18,2022-01-24,2
20220111,NC,7.09,35.77,56.11,1.03,0.00,0.00,2022-01-11,2022-01-17,2
20220104,NC,2.84,36.96,57.44,2.76,0.00,0.00,2022-01-04,2022-01-10,2
20211228,NC,0.70,12.49,45.16,41.64,0.00,0.00,2021-12-28,2022-01-03,2
20211221,NC,0.70,12.49,45.16,41.64,0.00,0.00,2021-12-21,2021-12-27,2
20211214,NC,0.64,17.69,40.03,41.64,0.00,0.00,2021-12-14,2021-12-20,2
20211207,NC,1.27,19.26,28.22,51.24,0.00,0.00,2021-12-07,2021-12-13,2
20211130,NC,13.44,21.77,47.86,16.93,0.00,0.00,2021-11-30,2021-12-06,2
20211123,NC,18.90,33.84,47.26,0.00,0.00,0.00,2021-11-23,2021-11-29,2
20211116,NC,23.87,37.69,38.45,0.00,0.00,0.00,2021-11-16,2021-11-22,2
20211109,NC,33.03,37.12,29.85,0.00,0.00,0.00,2021-11-09,2021-11-15,2
20211102,NC,37.76,39.46,22.77,0.00,0.00,0.00,2021-11-02,2021-11-08,2
20211026,NC,43.25,50.35,6.39,0.00,0.00,0.00,2021-10-26,2021-11-01,2
20211019,NC,56.40,43.60,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,2
20211012,NC,56.39,43.61,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,2
20211005,NC,51.56,48.44,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,2
20210928,NC,91.27,8.73,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,2
20210921,NC,77.77,22.23,0.00,0.00,0.00,0.00,2021-09-21,2021-09-27,2
20210914,NC,77.77,22.23,0.00,0.00,0.00,0.00,2021-09-14,2021-09-20,2
20210907,NC,75.74,24.26,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,2
20210831,NC,94.97,5.03,0.00,0.00,0.00,0.00,2021-08-31,2021-09-06,2
20210824,NC,94.97,5.03,0.00,0.00,0.00,0.00,2021-08-24,2021-08-30,2
20210817,NC,93.18,6.82,0.00,0.00,0.00,0.00,2021-08-17,2021-08-23,2
20210810,NC,78.88,21.12,0.00,0.00,0.00,0.00,2021-08-10,2021-08-16,2
20210803,NC,81.81,18.19,0.00,0.00,0.00,0.00,2021-08-03,2021-08-09,2
20210727,NC,82.23,17.77,0.00,0.00,0.00,0.00,2021-07-27,2021-08-02,2
20210720,NC,75.84,24.16,0.00,0.00,0.00,0.00,2021-07-20,2021-07-26,2
20210713,NC,73.73,26.27,0.00,0.00,0.00,0.00,2021-07-13,2021-07-19,2
20210706,NC,52.40,45.22,2.38,0.00,0.00,0.00,2021-07-06,2021-07-12,2
20210629,NC,45.20,50.27,4.54,0.00,0.00,0.00,2021-06-29,2021-07-05,2
20210622,NC,53.10,43.02,3.89,0.00,0.00,0.00,2021-06-22,2021-06-28,2
20210615,NC,46.04,42.96,11.00,0.00,0.00,0.00,2021-06-15,2021-06-21,2
20210608,NC,27.06,46.70,25.07,1.17,0.00,0.00,2021-06-08,2021-06-14,2
20210601,NC,17.65,28.16,46.70,7.49,0.00,0.00,2021-06-01,2021-06-07,2
20210525,NC,20.38,31.22,48.40,0.00,0.00,0.00,2021-05-25,2021-05-31,2
20210518,NC,33.78,53.93,12.28,0.00,0.00,0.00,2021-05-18,2021-05-24,2
20210511,NC,41.90,45.81,12.28,0.00,0.00,0.00,2021-05-11,2021-05-17,2
20210504,NC,49.22,50.78,0.00,0.00,0.00,0.00,2021-05-04,2021-05-10,2
20210427,NC,49.22,50.78,0.00,0.00,0.00,0.00,2021-04-27,2021-05-03,2
20210420,NC,88.01,11.99,0.00,0.00,0.00,0.00,2021-04-20,2021-04-26,2
20210413,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-13,2021-04-19,2
20210406,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-04-06,2021-04-12,2
20210330,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,2
20210323,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,2
20210316,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,2
20210309,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,2
20210302,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,2
20210223,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,2
20210216,NC,99.68,0.32,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,2
20210209,NC,98.06,1.94,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,2
20210202,NC,98.06,1.94,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,2
20210126,NC,98.06,1.94,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,2
20210119,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,2
20210112,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,2
20210105,NC,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,2
20201229,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,2
20201222,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,2
20201215,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,2
20201208,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,2
20201201,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,2
20201124,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,2
20201117,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,2
20201110,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-10,2020-11-16,2
20201103,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-03,2020-11-09,2
20201027,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-27,2020-11-02,2
20201020,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-20,2020-10-26,2
20201013,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-13,2020-10-19,2
20201006,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-06,2020-10-12,2
20200929,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-29,2020-10-05,2
20200922,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-22,2020-09-28,2
20200915,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-15,2020-09-21,2
20200908,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-08,2020-09-14,2
20200901,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-01,2020-09-07,2
20200825,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-25,2020-08-31,2
20200818,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,2
20200811,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,2
20200804,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,2
20200728,NC,90.39,9.61,0.00,0.00,0.00,0.00,2020-07-28,2020-08-03,2
20200721,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,2
20200714,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,2
20200707,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,2
20200630,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,2
20200623,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,2
20200616,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,2
20200609,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,2
20200602,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,2
20200526,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,2
20200519,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,2
20200512,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,2
20200505,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,2
20200428,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,2
20200421,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,2
20200414,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,2
20200407,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,2
20200331,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,2
20200324,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,2
20200317,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,2
20200310,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,2
20200303,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,2
20200225,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,2
20200218,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,2
20200211,NC,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,2
20200204,NC,77.81,22.19,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,2
20200128,NC,75.65,24.35,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,2
20200121,NC,81.69,18.31,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,2
20200114,NC,93.61,6.39,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,2
20200107,NC,93.61,6.39,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,2
20191231,NC,93.61,6.39,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,2
20191224,NC,93.61,6.39,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,2
20191217,NC,93.61,6.39,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,2
20191210,NC,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,2
20191203,NC,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,2
20191126,NC,82.35,17.65,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,2
20191119,NC,75.97,21.04,2.99,0.00,0.00,0.00,2019-11-19,2019-11-25,2
20191112,NC,71.45,23.93,4.62,0.00,0.00,0.00,2019-11-12,2019-11-18,2
20191105,NC,67.94,27.37,4.69,0.00,0.00,0.00,2019-11-05,2019-11-11,2
20191029,NC,37.99,50.21,11.80,0.00,0.00,0.00,2019-10-29,2019-11-04,2
20191022,NC,38.24,27.17,28.52,6.08,0.00,0.00,2019-10-22,2019-10-28,2
20191015,NC,24.77,18.01,47.58,9.64,0.00,0.00,2019-10-15,2019-10-21,2
20191008,NC,28.67,20.11,40.39,10.83,0.00,0.00,2019-10-08,2019-10-14,2
20191001,NC,37.68,20.63,37.29,4.40,0.00,0.00,2019-10-01,2019-10-07,2
20190924,NC,39.12,32.05,28.66,0.16,0.00,0.00,2019-09-24,2019-09-30,2
20190917,NC,56.58,43.14,0.29,0.00,0.00,0.00,2019-09-17,2019-09-23,2
20190910,NC,83.08,16.92,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,2
20190903,NC,81.99,11.30,6.71,0.00,0.00,0.00,2019-09-03,2019-09-09,2
20190827,NC,82.44,10.85,6.71,0.00,0.00,0.00,2019-08-27,2019-09-02,2
20190820,NC,71.90,21.39,6.71,0.00,0.00,0.00,2019-08-20,2019-08-26,2
20190813,NC,69.38,17.99,12.63,0.00,0.00,0.00,2019-08-13,2019-08-19,2
20190806,NC,77.08,14.01,8.91,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,NC,77.08,14.01,8.91,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,NC,63.29,28.00,8.71,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,NC,73.91,18.92,7.17,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,NC,67.57,21.14,11.29,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,NC,68.19,19.93,11.87,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,NC,69.61,19.90,10.49,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,NC,69.66,19.85,10.49,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,NC,69.61,19.90,10.49,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,NC,51.43,37.35,11.23,0.00,0.00,0.00,2019-06-04,2019-06-10,2
