MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170307,ID,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,ID,99.33,0.67,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,ID,98.13,1.83,0.04,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,ID,98.13,1.83,0.04,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,ID,98.13,1.83,0.04,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,ID,98.13,1.83,0.04,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,ID,98.13,1.83,0.04,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,ID,98.13,1.83,0.04,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,ID,98.13,1.83,0.04,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,ID,89.98,9.98,0.04,0.00,0.00,0.00,2017-01-03,2017-01-09,2
20161227,ID,89.98,9.98,0.04,0.00,0.00,0.00,2016-12-27,2017-01-02,2
20161220,ID,84.34,14.62,1.04,0.00,0.00,0.00,2016-12-20,2016-12-26,2
20161213,ID,82.56,16.40,1.04,0.00,0.00,0.00,2016-12-13,2016-12-19,2
20161206,ID,82.66,16.30,1.04,0.00,0.00,0.00,2016-12-06,2016-12-12,2
20161129,ID,82.66,16.30,1.04,0.00,0.00,0.00,2016-11-29,2016-12-05,2
20161122,ID,82.66,16.30,1.04,0.00,0.00,0.00,2016-11-22,2016-11-28,2
20161115,ID,82.66,16.30,1.04,0.00,0.00,0.00,2016-11-15,2016-11-21,2
20161108,ID,82.66,16.30,1.04,0.00,0.00,0.00,2016-11-08,2016-11-14,2
20161101,ID,82.66,16.30,1.04,0.00,0.00,0.00,2016-11-01,2016-11-07,2
20161025,ID,81.81,17.15,1.04,0.00,0.00,0.00,2016-10-25,2016-10-31,2
20161018,ID,80.49,18.47,1.04,0.00,0.00,0.00,2016-10-18,2016-10-24,2
20161011,ID,50.36,47.61,2.03,0.00,0.00,0.00,2016-10-11,2016-10-17,2
20161004,ID,6.14,84.97,8.89,0.00,0.00,0.00,2016-10-04,2016-10-10,2
20160927,ID,6.14,84.97,8.89,0.00,0.00,0.00,2016-09-27,2016-10-03,2
20160920,ID,6.14,78.58,15.28,0.00,0.00,0.00,2016-09-20,2016-09-26,2
20160913,ID,6.14,78.51,15.33,0.02,0.00,0.00,2016-09-13,2016-09-19,2
20160906,ID,10.77,78.99,10.21,0.02,0.00,0.00,2016-09-06,2016-09-12,2
20160830,ID,17.11,75.44,7.43,0.02,0.00,0.00,2016-08-30,2016-09-05,2
20160823,ID,29.66,68.93,1.38,0.02,0.00,0.00,2016-08-23,2016-08-29,2
20160816,ID,29.66,68.93,1.38,0.02,0.00,0.00,2016-08-16,2016-08-22,2
20160809,ID,29.66,68.93,1.38,0.02,0.00,0.00,2016-08-09,2016-08-15,2
20160802,ID,40.07,59.60,0.33,0.00,0.00,0.00,2016-08-02,2016-08-08,2
20160726,ID,40.10,59.57,0.33,0.00,0.00,0.00,2016-07-26,2016-08-01,2
20160719,ID,40.15,59.52,0.33,0.00,0.00,0.00,2016-07-19,2016-07-25,2
20160712,ID,40.04,59.66,0.30,0.00,0.00,0.00,2016-07-12,2016-07-18,2
20160705,ID,43.21,56.49,0.30,0.00,0.00,0.00,2016-07-05,2016-07-11,2
20160628,ID,60.12,39.58,0.30,0.00,0.00,0.00,2016-06-28,2016-07-04,2
20160621,ID,80.23,19.46,0.30,0.00,0.00,0.00,2016-06-21,2016-06-27,2
20160614,ID,80.23,19.46,0.30,0.00,0.00,0.00,2016-06-14,2016-06-20,2
20160607,ID,86.12,13.88,0.00,0.00,0.00,0.00,2016-06-07,2016-06-13,2
20160531,ID,92.41,7.59,0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,2
20160524,ID,92.41,7.59,0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,2
20160517,ID,92.41,7.59,0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,2
20160510,ID,92.41,7.59,0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,2
20160503,ID,92.08,7.92,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,2
20160426,ID,91.95,8.05,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,2
20160419,ID,91.95,8.05,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,2
20160412,ID,91.97,8.03,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,2
20220405,IL,88.23,3.63,8.14,0.00,0.00,0.00,2022-04-05,2022-04-11,2
20220329,IL,81.00,9.49,9.51,0.00,0.00,0.00,2022-03-29,2022-04-04,2
20220322,IL,71.74,15.54,11.83,0.88,0.00,0.00,2022-03-22,2022-03-28,2
20220315,IL,71.74,15.54,11.83,0.88,0.00,0.00,2022-03-15,2022-03-21,2
20220308,IL,71.74,15.54,11.83,0.88,0.00,0.00,2022-03-08,2022-03-14,2
20220301,IL,76.00,11.29,11.83,0.88,0.00,0.00,2022-03-01,2022-03-07,2
20220222,IL,75.47,11.44,12.20,0.88,0.00,0.00,2022-02-22,2022-02-28,2
20220215,IL,66.85,15.56,16.70,0.88,0.00,0.00,2022-02-15,2022-02-21,2
20220208,IL,66.66,22.10,10.36,0.88,0.00,0.00,2022-02-08,2022-02-14,2
20220201,IL,66.66,27.58,4.87,0.88,0.00,0.00,2022-02-01,2022-02-07,2
20220125,IL,73.61,20.63,4.87,0.88,0.00,0.00,2022-01-25,2022-01-31,2
20220118,IL,84.07,10.17,4.87,0.88,0.00,0.00,2022-01-18,2022-01-24,2
20220111,IL,86.38,7.86,4.87,0.88,0.00,0.00,2022-01-11,2022-01-17,2
20220104,IL,88.85,5.39,4.87,0.88,0.00,0.00,2022-01-04,2022-01-10,2
20211228,IL,81.55,10.19,7.04,1.22,0.00,0.00,2021-12-28,2022-01-03,2
20211221,IL,81.57,10.17,7.04,1.22,0.00,0.00,2021-12-21,2021-12-27,2
20211214,IL,80.86,10.88,7.04,1.22,0.00,0.00,2021-12-14,2021-12-20,2
20211207,IL,80.86,9.85,8.07,1.22,0.00,0.00,2021-12-07,2021-12-13,2
20211130,IL,80.99,9.72,8.07,1.22,0.00,0.00,2021-11-30,2021-12-06,2
20211123,IL,83.94,6.76,8.07,1.22,0.00,0.00,2021-11-23,2021-11-29,2
20211116,IL,87.62,3.09,8.07,1.22,0.00,0.00,2021-11-16,2021-11-22,2
20211109,IL,87.71,3.00,8.07,1.22,0.00,0.00,2021-11-09,2021-11-15,2
20211102,IL,87.94,2.77,8.07,1.22,0.00,0.00,2021-11-02,2021-11-08,2
20211026,IL,87.94,2.77,8.07,1.22,0.00,0.00,2021-10-26,2021-11-01,2
20211019,IL,85.03,4.63,8.96,1.37,0.00,0.00,2021-10-19,2021-10-25,2
20211012,IL,80.69,7.73,10.21,1.37,0.00,0.00,2021-10-12,2021-10-18,2
20211005,IL,76.35,7.60,6.58,8.78,0.68,0.00,2021-10-05,2021-10-11,2
20210928,IL,74.77,9.22,7.23,8.10,0.68,0.00,2021-09-28,2021-10-04,2
20210921,IL,70.44,16.26,9.77,3.19,0.33,0.00,2021-09-21,2021-09-27,2
20210914,IL,67.06,22.82,9.32,0.79,0.00,0.00,2021-09-14,2021-09-20,2
20210907,IL,82.22,7.97,9.02,0.79,0.00,0.00,2021-09-07,2021-09-13,2
20210831,IL,80.37,9.67,9.17,0.79,0.00,0.00,2021-08-31,2021-09-06,2
20210824,IL,78.37,13.70,7.14,0.79,0.00,0.00,2021-08-24,2021-08-30,2
20210817,IL,84.58,8.09,6.54,0.79,0.00,0.00,2021-08-17,2021-08-23,2
20210810,IL,84.80,9.15,4.86,1.19,0.00,0.00,2021-08-10,2021-08-16,2
20210803,IL,89.01,4.98,3.81,2.19,0.00,0.00,2021-08-03,2021-08-09,2
20210727,IL,90.26,2.57,4.86,2.31,0.00,0.00,2021-07-27,2021-08-02,2
20210720,IL,90.26,2.57,4.86,2.31,0.00,0.00,2021-07-20,2021-07-26,2
20210713,IL,89.34,3.35,4.92,1.43,0.96,0.00,2021-07-13,2021-07-19,2
20210706,IL,85.88,6.72,5.18,1.25,0.96,0.00,2021-07-06,2021-07-12,2
20210629,IL,85.12,7.34,5.33,1.25,0.96,0.00,2021-06-29,2021-07-05,2
20210622,IL,76.42,14.41,6.06,2.15,0.96,0.00,2021-06-22,2021-06-28,2
20210615,IL,79.52,11.30,2.74,3.60,2.84,0.00,2021-06-15,2021-06-21,2
20210608,IL,79.11,12.37,3.94,4.58,0.00,0.00,2021-06-08,2021-06-14,2
20210601,IL,83.03,10.05,2.34,4.58,0.00,0.00,2021-06-01,2021-06-07,2
20210525,IL,73.51,19.91,3.73,2.85,0.00,0.00,2021-05-25,2021-05-31,2
20210518,IL,73.50,19.93,3.73,2.85,0.00,0.00,2021-05-18,2021-05-24,2
20210511,IL,74.95,18.47,6.58,0.00,0.00,0.00,2021-05-11,2021-05-17,2
20210504,IL,56.63,31.37,12.00,0.00,0.00,0.00,2021-05-04,2021-05-10,2
20210427,IL,47.06,46.31,6.63,0.00,0.00,0.00,2021-04-27,2021-05-03,2
20210420,IL,77.53,19.29,3.18,0.00,0.00,0.00,2021-04-20,2021-04-26,2
20210413,IL,83.74,15.69,0.57,0.00,0.00,0.00,2021-04-13,2021-04-19,2
20210406,IL,81.76,17.67,0.57,0.00,0.00,0.00,2021-04-06,2021-04-12,2
20210330,IL,86.11,13.89,0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,2
20210323,IL,84.48,15.52,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,2
20210316,IL,75.99,19.82,4.19,0.00,0.00,0.00,2021-03-16,2021-03-22,2
20210309,IL,78.05,17.76,4.19,0.00,0.00,0.00,2021-03-09,2021-03-15,2
20210302,IL,78.12,17.69,4.19,0.00,0.00,0.00,2021-03-02,2021-03-08,2
20210223,IL,74.32,18.31,7.37,0.00,0.00,0.00,2021-02-23,2021-03-01,2
20210216,IL,74.32,18.31,7.37,0.00,0.00,0.00,2021-02-16,2021-02-22,2
20210209,IL,74.32,18.31,7.37,0.00,0.00,0.00,2021-02-09,2021-02-15,2
20210202,IL,67.42,21.84,10.74,0.00,0.00,0.00,2021-02-02,2021-02-08,2
20210126,IL,58.65,25.34,15.27,0.73,0.00,0.00,2021-01-26,2021-02-01,2
20210119,IL,61.32,23.79,13.49,1.39,0.00,0.00,2021-01-19,2021-01-25,2
20210112,IL,61.32,23.79,13.49,1.39,0.00,0.00,2021-01-12,2021-01-18,2
20210105,IL,61.32,22.61,14.68,1.39,0.00,0.00,2021-01-05,2021-01-11,2
20201229,IL,54.89,28.75,14.34,2.02,0.00,0.00,2020-12-29,2021-01-04,2
20201222,IL,59.33,27.58,11.06,2.02,0.00,0.00,2020-12-22,2020-12-28,2
20201215,IL,59.33,27.58,11.06,2.02,0.00,0.00,2020-12-15,2020-12-21,2
20201208,IL,58.20,28.72,11.06,2.02,0.00,0.00,2020-12-08,2020-12-14,2
20201201,IL,58.16,31.97,8.19,1.68,0.00,0.00,2020-12-01,2020-12-07,2
20201124,IL,49.78,37.68,10.86,1.68,0.00,0.00,2020-11-24,2020-11-30,2
20201117,IL,58.50,28.96,10.86,1.68,0.00,0.00,2020-11-17,2020-11-23,2
20201110,IL,52.36,33.23,12.73,1.68,0.00,0.00,2020-11-10,2020-11-16,2
20201103,IL,58.76,28.16,13.08,0.00,0.00,0.00,2020-11-03,2020-11-09,2
20201027,IL,50.86,33.86,15.27,0.00,0.00,0.00,2020-10-27,2020-11-02,2
20201020,IL,38.92,42.21,17.01,1.86,0.00,0.00,2020-10-20,2020-10-26,2
20201013,IL,42.16,36.47,21.36,0.00,0.00,0.00,2020-10-13,2020-10-19,2
20201006,IL,47.05,41.28,11.67,0.00,0.00,0.00,2020-10-06,2020-10-12,2
20200929,IL,42.28,54.03,3.69,0.00,0.00,0.00,2020-09-29,2020-10-05,2
20200922,IL,42.49,51.73,5.78,0.00,0.00,0.00,2020-09-22,2020-09-28,2
20200915,IL,41.53,50.87,7.60,0.00,0.00,0.00,2020-09-15,2020-09-21,2
20200908,IL,42.31,40.62,17.07,0.00,0.00,0.00,2020-09-08,2020-09-14,2
20200901,IL,37.57,36.67,25.76,0.00,0.00,0.00,2020-09-01,2020-09-07,2
20200825,IL,54.37,41.37,4.27,0.00,0.00,0.00,2020-08-25,2020-08-31,2
20200818,IL,84.58,15.42,0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,2
20200811,IL,93.74,6.26,0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,2
20200804,IL,97.93,2.07,0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,2
20200728,IL,94.05,5.71,0.24,0.00,0.00,0.00,2020-07-28,2020-08-03,2
20200721,IL,87.20,12.12,0.68,0.00,0.00,0.00,2020-07-21,2020-07-27,2
20200714,IL,81.28,14.58,4.14,0.00,0.00,0.00,2020-07-14,2020-07-20,2
20200707,IL,80.39,18.65,0.97,0.00,0.00,0.00,2020-07-07,2020-07-13,2
20200630,IL,72.91,27.09,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,2
20200623,IL,69.62,30.38,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,2
20200616,IL,95.41,4.59,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,2
20200609,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,2
20200602,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,2
20200526,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,2
20200519,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,2
20200512,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,2
20200505,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,2
20200428,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,2
20200421,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,2
20200414,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,2
20200407,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,2
20200331,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,2
20200324,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,2
20200317,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,2
20200310,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,2
20200303,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,2
20200225,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,2
20200218,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,2
20200211,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,2
20200204,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,2
20200128,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,2
20200121,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,2
20200114,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,2
20200107,IL,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,2
20191231,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,2
20191224,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,2
20191217,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,2
20191210,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,2
20191203,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,2
20191126,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,2
20191119,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,2
20191112,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-12,2019-11-18,2
20191105,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,2
20191029,IL,99.31,0.69,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,2
20191022,IL,86.91,12.45,0.64,0.00,0.00,0.00,2019-10-22,2019-10-28,2
20191015,IL,83.37,4.89,11.61,0.13,0.00,0.00,2019-10-15,2019-10-21,2
20191008,IL,78.58,10.69,10.60,0.13,0.00,0.00,2019-10-08,2019-10-14,2
20191001,IL,82.16,7.06,10.59,0.19,0.00,0.00,2019-10-01,2019-10-07,2
20190924,IL,70.80,22.89,6.31,0.00,0.00,0.00,2019-09-24,2019-09-30,2
20190917,IL,61.84,32.37,5.79,0.00,0.00,0.00,2019-09-17,2019-09-23,2
20190910,IL,66.94,21.35,11.71,0.00,0.00,0.00,2019-09-10,2019-09-16,2
20190903,IL,62.62,25.67,11.71,0.00,0.00,0.00,2019-09-03,2019-09-09,2
20190827,IL,63.65,28.71,7.63,0.00,0.00,0.00,2019-08-27,2019-09-02,2
20190820,IL,57.86,34.63,7.51,0.00,0.00,0.00,2019-08-20,2019-08-26,2
20190813,IL,55.81,38.13,6.06,0.00,0.00,0.00,2019-08-13,2019-08-19,2
20190806,IL,57.15,42.85,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,2
20190730,IL,81.86,18.14,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,2
20190723,IL,88.48,11.52,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,2
20190716,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,2
20190709,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,2
20190702,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,2
20190625,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,2
20190618,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,2
20190611,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,2
20190604,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,2
20190528,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,2
20190521,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,2
20190514,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,2
20190507,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,2
20190430,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,2
20190423,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,2
20190416,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,2
20190409,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,2
20190402,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,2
20190326,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,2
20190319,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,2
20190312,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,2
20190305,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,2
20190226,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,2
20190219,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,2
20190212,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,2
20190205,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,2
20190129,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,2
20190122,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,2
20190115,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,2
20190108,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,2
20190101,IL,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,2
20181225,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,2
20181218,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,2
20181211,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,2
20181204,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,2
20181127,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,2
20181120,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,2
20181113,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,2
20181106,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,2
20181030,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,2
20181023,IL,98.53,1.47,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,2
20181016,IL,98.53,1.47,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,2
20181009,IL,98.53,1.47,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,2
20181002,IL,94.93,5.07,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,2
20180925,IL,96.92,3.08,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,2
20180918,IL,96.88,3.12,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,IL,96.86,3.14,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,IL,75.63,22.73,1.16,0.48,0.00,0.00,2018-09-04,2018-09-10,2
20180828,IL,70.29,24.43,3.47,1.81,0.00,0.00,2018-08-28,2018-09-03,2
20180821,IL,68.93,24.86,3.83,2.38,0.00,0.00,2018-08-21,2018-08-27,2
20180814,IL,71.56,22.07,5.35,1.02,0.00,0.00,2018-08-14,2018-08-20,2
20180807,IL,83.37,13.30,3.33,0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,IL,83.97,12.68,3.35,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,IL,79.14,15.94,4.92,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,IL,80.43,14.73,4.84,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,IL,80.93,14.23,4.84,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,IL,83.74,14.20,2.06,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,IL,83.87,14.06,2.06,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,IL,80.73,17.21,2.06,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,IL,86.90,11.82,1.29,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,IL,60.63,38.06,1.31,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,IL,82.67,16.07,1.26,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,IL,83.14,15.61,1.26,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,IL,84.12,15.88,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,IL,81.58,18.42,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,IL,99.64,0.36,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,IL,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,IL,99.40,0.60,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,IL,92.45,7.55,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,IL,90.06,9.94,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,IL,90.06,9.94,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,IL,89.54,10.46,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,IL,61.91,20.06,14.37,3.66,0.00,0.00,2018-02-20,2018-02-26,2
20180213,IL,38.77,33.53,24.04,3.66,0.00,0.00,2018-02-13,2018-02-19,2
20180206,IL,39.52,43.37,15.84,1.28,0.00,0.00,2018-02-06,2018-02-12,2
20180130,IL,45.09,37.93,15.80,1.18,0.00,0.00,2018-01-30,2018-02-05,2
20180123,IL,45.09,37.93,15.80,1.18,0.00,0.00,2018-01-23,2018-01-29,2
20180116,IL,45.09,38.72,15.01,1.18,0.00,0.00,2018-01-16,2018-01-22,2
20180109,IL,51.40,32.41,15.01,1.18,0.00,0.00,2018-01-09,2018-01-15,2
20180102,IL,51.40,32.41,15.01,1.18,0.00,0.00,2018-01-02,2018-01-08,2
20171226,IL,51.40,32.41,15.01,1.18,0.00,0.00,2017-12-26,2018-01-01,2
20171219,IL,47.20,37.54,14.07,1.18,0.00,0.00,2017-12-19,2017-12-25,2
20171212,IL,64.63,31.30,2.88,1.18,0.00,0.00,2017-12-12,2017-12-18,2
20171205,IL,72.34,23.60,2.88,1.18,0.00,0.00,2017-12-05,2017-12-11,2
20171128,IL,76.51,19.43,3.42,0.65,0.00,0.00,2017-11-28,2017-12-04,2
20171121,IL,76.51,19.43,3.42,0.65,0.00,0.00,2017-11-21,2017-11-27,2
20171114,IL,68.20,27.59,3.57,0.65,0.00,0.00,2017-11-14,2017-11-20,2
20171107,IL,69.92,26.57,3.50,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,IL,64.79,31.71,3.50,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,IL,55.31,39.85,4.84,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,IL,50.18,44.69,5.13,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,IL,11.00,75.75,13.24,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,IL,6.43,80.30,13.27,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,IL,7.40,79.76,12.84,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,IL,8.65,80.12,11.23,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,IL,9.38,84.33,6.29,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,IL,64.46,29.28,6.26,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,IL,64.54,29.20,6.26,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,IL,59.24,34.50,6.26,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,IL,81.45,17.37,1.18,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,IL,81.77,17.05,1.18,0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,IL,81.73,17.09,1.18,0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,IL,63.18,36.82,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,IL,57.53,42.47,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,IL,83.84,16.16,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,2
