value,anomaly,month,year,state
80.3,0.5,06,2021,LA
81.8,-0.1,07,2021,LA
82.6,1.0,08,2021,LA
76.9,-0.3,09,2021,LA
71.6,4.1,10,2021,LA
56.3,-1.1,11,2021,LA
62.4,11.5,12,2021,LA
44.5,2.2,01,2016,CA
51.8,6.5,02,2016,CA
52.5,3.7,03,2016,CA
57.9,3.9,04,2016,CA
62.2,1.5,05,2016,CA
73.5,5.2,06,2016,CA
76.8,2.1,07,2016,CA
76.2,2.5,08,2016,CA
69.5,1.0,09,2016,CA
60.5,1.0,10,2016,CA
52.8,3.3,11,2016,CA
43.4,0.3,12,2016,CA
42.2,-0.1,01,2017,CA
47.3,2.0,02,2017,CA
53.4,4.6,03,2017,CA
55.6,1.6,04,2017,CA
63.4,2.7,05,2017,CA
72.8,4.5,06,2017,CA
78.8,4.1,07,2017,CA
77.9,4.2,08,2017,CA
69.8,1.3,09,2017,CA
62.0,2.5,10,2017,CA
53.4,3.9,11,2017,CA
47.5,4.4,12,2017,CA
48.9,6.6,01,2018,CA
46.6,1.3,02,2018,CA
49.0,0.2,03,2018,CA
57.2,3.2,04,2018,CA
63.0,2.3,05,2018,CA
71.4,3.1,06,2018,CA
79.6,4.9,07,2018,CA
76.4,2.7,08,2018,CA
71.1,2.6,09,2018,CA
60.9,1.4,10,2018,CA
52.6,3.1,11,2018,CA
44.8,1.7,12,2018,CA
46.1,3.8,01,2019,CA
40.6,-4.7,02,2019,CA
48.9,0.1,03,2019,CA
58.2,4.2,04,2019,CA
58.6,-2.1,05,2019,CA
71.1,2.8,06,2019,CA
75.5,0.8,07,2019,CA
76.8,3.1,08,2019,CA
68.9,0.4,09,2019,CA
58.8,-0.7,10,2019,CA
53.0,3.5,11,2019,CA
44.4,1.3,12,2019,CA
45.3,3.0,01,2020,CA
49.2,3.9,02,2020,CA
48.0,-0.8,03,2020,CA
56.6,2.6,04,2020,CA
64.6,3.9,05,2020,CA
70.4,2.1,06,2020,CA
76.6,1.9,07,2020,CA
78.9,5.2,08,2020,CA
74.0,5.5,09,2020,CA
66.2,6.7,10,2020,CA
50.9,1.4,11,2020,CA
45.5,2.4,12,2020,CA
45.5,3.2,01,2021,CA
47.4,2.1,02,2021,CA
48.2,-0.6,03,2021,CA
58.2,4.2,04,2021,CA
64.6,3.9,05,2021,CA
74.9,6.6,06,2021,CA
79.9,5.2,07,2021,CA
77.1,3.4,08,2021,CA
72.2,3.7,09,2021,CA
58.2,-1.3,10,2021,CA
54.6,5.1,11,2021,CA
43.5,0.4,12,2021,CA
26.0,3.9,01,2016,NE
35.0,8.3,02,2016,NE
43.9,8.1,03,2016,NE
49.9,2.2,04,2016,NE
57.2,-1.2,05,2016,NE
73.3,5.0,06,2016,NE
74.2,-0.3,07,2016,NE
71.8,-0.5,08,2016,NE
65.0,2.2,09,2016,NE
55.4,4.6,10,2016,NE
44.3,8.4,11,2016,NE
23.8,-1.5,12,2016,NE
24.8,2.7,01,2017,NE
35.4,8.7,02,2017,NE
42.2,6.4,03,2017,NE
49.7,2.0,04,2017,NE
57.0,-1.4,05,2017,NE
70.7,2.4,06,2017,NE
76.8,2.3,07,2017,NE
69.0,-3.3,08,2017,NE
65.0,2.2,09,2017,NE
51.0,0.2,10,2017,NE
39.9,4.0,11,2017,NE
26.6,1.3,12,2017,NE
23.0,0.9,01,2018,NE
21.7,-5.0,02,2018,NE
38.5,2.7,03,2018,NE
41.2,-6.5,04,2018,NE
63.8,5.4,05,2018,NE
72.2,3.9,06,2018,NE
73.4,-1.1,07,2018,NE
70.8,-1.5,08,2018,NE
65.7,2.9,09,2018,NE
47.2,-3.6,10,2018,NE
33.5,-2.4,11,2018,NE
28.1,2.8,12,2018,NE
26.4,4.3,01,2019,NE
17.2,-9.5,02,2019,NE
31.7,-4.1,03,2019,NE
49.2,1.5,04,2019,NE
53.5,-4.9,05,2019,NE
68.0,-0.3,06,2019,NE
74.5,0.0,07,2019,NE
71.5,-0.8,08,2019,NE
68.3,5.5,09,2019,NE
44.2,-6.6,10,2019,NE
35.2,-0.7,11,2019,NE
30.2,4.9,12,2019,NE
27.2,5.1,01,2020,NE
29.6,2.9,02,2020,NE
41.1,5.3,03,2020,NE
46.1,-1.6,04,2020,NE
56.8,-1.6,05,2020,NE
73.5,5.2,06,2020,NE
75.3,0.8,07,2020,NE
74.0,1.7,08,2020,NE
62.7,-0.1,09,2020,NE
46.4,-4.4,10,2020,NE
42.6,6.7,11,2020,NE
31.3,6.0,12,2020,NE
29.2,7.1,01,2021,NE
16.5,-10.2,02,2021,NE
42.6,6.8,03,2021,NE
47.0,-0.7,04,2021,NE
57.9,-0.5,05,2021,NE
72.8,4.5,06,2021,NE
75.0,0.5,07,2021,NE
74.3,2.0,08,2021,NE
67.6,4.8,09,2021,NE
53.1,2.3,10,2021,NE
42.6,6.7,11,2021,NE
33.7,8.4,12,2021,NE
43.7,-1.4,01,2016,MS
50.9,2.6,02,2016,MS
60.2,4.6,03,2016,MS
65.2,1.6,04,2016,MS
70.5,-0.8,05,2016,MS
80.2,1.9,06,2016,MS
82.4,1.6,07,2016,MS
82.0,1.8,08,2016,MS
79.0,3.9,09,2016,MS
69.2,4.8,10,2016,MS
58.2,4.3,11,2016,MS
49.4,2.6,12,2016,MS
52.9,7.8,01,2017,MS
57.1,8.8,02,2017,MS
60.1,4.5,03,2017,MS
67.3,3.7,04,2017,MS
70.1,-1.2,05,2017,MS
76.7,-1.6,06,2017,MS
81.2,0.4,07,2017,MS
79.3,-0.9,08,2017,MS
74.5,-0.6,09,2017,MS
66.2,1.8,10,2017,MS
56.8,2.9,11,2017,MS
47.1,0.3,12,2017,MS
40.1,-5.0,01,2018,MS
56.9,8.6,02,2018,MS
57.1,1.5,03,2018,MS
58.9,-4.7,04,2018,MS
75.8,4.5,05,2018,MS
80.6,2.3,06,2018,MS
81.8,1.0,07,2018,MS
80.3,0.1,08,2018,MS
78.9,3.8,09,2018,MS
67.4,3.0,10,2018,MS
50.5,-3.4,11,2018,MS
49.0,2.2,12,2018,MS
46.3,1.2,01,2019,MS
55.0,6.7,02,2019,MS
54.7,-0.9,03,2019,MS
63.1,-0.5,04,2019,MS
74.3,3.0,05,2019,MS
78.3,0.0,06,2019,MS
80.8,0.0,07,2019,MS
81.4,1.2,08,2019,MS
81.2,6.1,09,2019,MS
66.6,2.2,10,2019,MS
50.3,-3.6,11,2019,MS
50.7,3.9,12,2019,MS
50.1,5.0,01,2020,MS
51.1,2.8,02,2020,MS
64.1,8.5,03,2020,MS
62.9,-0.7,04,2020,MS
70.3,-1.0,05,2020,MS
78.1,-0.2,06,2020,MS
82.1,1.3,07,2020,MS
80.2,0.0,08,2020,MS
75.3,0.2,09,2020,MS
65.8,1.4,10,2020,MS
58.4,4.5,11,2020,MS
47.0,0.2,12,2020,MS
46.8,1.7,01,2021,MS
44.3,-4.0,02,2021,MS
60.0,4.4,03,2021,MS
62.2,-1.4,04,2021,MS
70.2,-1.1,05,2021,MS
78.3,0.0,06,2021,MS
80.8,0.0,07,2021,MS
81.0,0.8,08,2021,MS
75.0,-0.1,09,2021,MS
68.5,4.1,10,2021,MS
52.9,-1.0,11,2021,MS
58.8,12.0,12,2021,MS
39.5,0.2,01,2016,AK
46.9,3.8,02,2016,AK
55.5,4.2,03,2016,AK
62.5,2.0,04,2016,AK
67.2,-1.5,05,2016,AK
78.9,2.4,06,2016,AK
82.0,1.7,07,2016,AK
80.0,0.7,08,2016,AK
75.8,3.0,09,2016,AK
67.0,5.2,10,2016,AK
55.7,5.8,11,2016,AK
42.5,1.0,12,2016,AK
45.2,5.9,01,2017,AK
52.5,9.4,02,2017,AK
55.7,4.4,03,2017,AK
64.2,3.7,04,2017,AK
67.7,-1.0,05,2017,AK
75.5,-1.0,06,2017,AK
80.6,0.3,07,2017,AK
76.9,-2.4,08,2017,AK
73.2,0.4,09,2017,AK
62.9,1.1,10,2017,AK
53.7,3.8,11,2017,AK
42.4,0.9,12,2017,AK
35.7,-3.6,01,2018,AK
45.9,2.8,02,2018,AK
53.9,2.6,03,2018,AK
55.2,-5.3,04,2018,AK
75.0,6.3,05,2018,AK
80.1,3.6,06,2018,AK
81.8,1.5,07,2018,AK
78.8,-0.5,08,2018,AK
75.0,2.2,09,2018,AK
62.6,0.8,10,2018,AK
45.8,-4.1,11,2018,AK
44.2,2.7,12,2018,AK
40.8,1.5,01,2019,AK
46.0,2.9,02,2019,AK
48.9,-2.4,03,2019,AK
60.8,0.3,04,2019,AK
70.6,1.9,05,2019,AK
75.6,-0.9,06,2019,AK
79.0,-1.3,07,2019,AK
80.3,1.0,08,2019,AK
79.7,6.9,09,2019,AK
60.8,-1.0,10,2019,AK
46.4,-3.5,11,2019,AK
45.7,4.2,12,2019,AK
43.9,4.6,01,2020,AK
44.5,1.4,02,2020,AK
56.5,5.2,03,2020,AK
58.8,-1.7,04,2020,AK
66.8,-1.9,05,2020,AK
76.4,-0.1,06,2020,AK
81.3,1.0,07,2020,AK
77.8,-1.5,08,2020,AK
71.8,-1.0,09,2020,AK
59.4,-2.4,10,2020,AK
54.0,4.1,11,2020,AK
42.6,1.1,12,2020,AK
41.3,2.0,01,2021,AK
34.8,-8.3,02,2021,AK
55.2,3.9,03,2021,AK
58.3,-2.2,04,2021,AK
66.7,-2.0,05,2021,AK
76.8,0.3,06,2021,AK
79.3,-1.0,07,2021,AK
80.6,1.3,08,2021,AK
74.2,1.4,09,2021,AK
65.4,3.6,10,2021,AK
49.3,-0.6,11,2021,AK
53.3,11.8,12,2021,AK
26.9,1.6,01,2016,IL
33.8,4.6,02,2016,IL
47.3,7.5,03,2016,IL
53.0,1.5,04,2016,IL
62.0,-0.1,05,2016,IL
74.8,3.4,06,2016,IL
75.6,0.0,07,2016,IL
75.7,2.3,08,2016,IL
70.8,4.6,09,2016,IL
59.9,5.3,10,2016,IL
48.1,7.3,11,2016,IL
28.9,-0.5,12,2016,IL
32.1,6.8,01,2017,IL
41.1,11.9,02,2017,IL
43.2,3.4,03,2017,IL
56.5,5.0,04,2017,IL
61.9,-0.2,05,2017,IL
72.7,1.3,06,2017,IL
76.1,0.5,07,2017,IL
70.5,-2.9,08,2017,IL
68.8,2.6,09,2017,IL
58.1,3.5,10,2017,IL
41.9,1.1,11,2017,IL
29.8,0.4,12,2017,IL
24.1,-1.2,01,2018,IL
31.8,2.6,02,2018,IL
39.2,-0.6,03,2018,IL
44.8,-6.7,04,2018,IL
70.7,8.6,05,2018,IL
74.9,3.5,06,2018,IL
75.0,-0.6,07,2018,IL
74.7,1.3,08,2018,IL
70.3,4.1,09,2018,IL
54.2,-0.4,10,2018,IL
35.6,-5.2,11,2018,IL
34.4,5.0,12,2018,IL
25.4,0.1,01,2019,IL
29.3,0.1,02,2019,IL
37.3,-2.5,03,2019,IL
52.5,1.0,04,2019,IL
62.5,0.4,05,2019,IL
70.9,-0.5,06,2019,IL
77.4,1.8,07,2019,IL
72.8,-0.6,08,2019,IL
71.6,5.4,09,2019,IL
53.7,-0.9,10,2019,IL
36.2,-4.6,11,2019,IL
35.6,6.2,12,2019,IL
31.8,6.5,01,2020,IL
31.9,2.7,02,2020,IL
44.4,4.6,03,2020,IL
49.6,-1.9,04,2020,IL
60.6,-1.5,05,2020,IL
73.6,2.2,06,2020,IL
77.3,1.7,07,2020,IL
72.8,-0.6,08,2020,IL
65.6,-0.6,09,2020,IL
52.0,-2.6,10,2020,IL
47.1,6.3,11,2020,IL
33.0,3.6,12,2020,IL
29.5,4.2,01,2021,IL
20.8,-8.4,02,2021,IL
46.2,6.4,03,2021,IL
52.6,1.1,04,2021,IL
61.1,-1.0,05,2021,IL
74.1,2.7,06,2021,IL
74.6,-1.0,07,2021,IL
75.5,2.1,08,2021,IL
69.6,3.4,09,2021,IL
60.2,5.6,10,2021,IL
41.0,0.2,11,2021,IL
40.2,10.8,12,2021,IL
22.7,4.3,01,2016,WY
30.1,7.8,02,2016,WY
34.5,5.4,03,2016,WY
41.8,3.0,04,2016,WY
47.9,-0.5,05,2016,WY
63.8,6.2,06,2016,WY
66.8,1.5,07,2016,WY
63.5,0.1,08,2016,WY
55.4,1.8,09,2016,WY
46.5,4.0,10,2016,WY
37.1,8.1,11,2016,WY
16.8,-3.8,12,2016,WY
16.7,-1.7,01,2017,WY
27.8,5.5,02,2017,WY
38.4,9.3,03,2017,WY
40.1,1.3,04,2017,WY
49.2,0.8,05,2017,WY
60.0,2.4,06,2017,WY
68.9,3.6,07,2017,WY
63.5,0.1,08,2017,WY
54.2,0.6,09,2017,WY
41.1,-1.4,10,2017,WY
34.7,5.7,11,2017,WY
23.8,3.2,12,2017,WY
25.1,6.7,01,2018,WY
19.3,-3.0,02,2018,WY
32.3,3.2,03,2018,WY
39.7,0.9,04,2018,WY
52.9,4.5,05,2018,WY
60.4,2.8,06,2018,WY
67.3,2.0,07,2018,WY
63.6,0.2,08,2018,WY
57.2,3.6,09,2018,WY
41.0,-1.5,10,2018,WY
28.6,-0.4,11,2018,WY
21.5,0.9,12,2018,WY
22.0,3.6,01,2019,WY
16.8,-5.5,02,2019,WY
27.0,-2.1,03,2019,WY
41.1,2.3,04,2019,WY
44.4,-4.0,05,2019,WY
57.0,-0.6,06,2019,WY
66.0,0.7,07,2019,WY
64.9,1.5,08,2019,WY
56.7,3.1,09,2019,WY
34.2,-8.3,10,2019,WY
30.2,1.2,11,2019,WY
23.0,2.4,12,2019,WY
23.8,5.4,01,2020,WY
20.2,-2.1,02,2020,WY
33.1,4.0,03,2020,WY
37.6,-1.2,04,2020,WY
50.3,1.9,05,2020,WY
59.7,2.1,06,2020,WY
66.6,1.3,07,2020,WY
67.7,4.3,08,2020,WY
55.5,1.9,09,2020,WY
41.2,-1.3,10,2020,WY
33.1,4.1,11,2020,WY
24.5,3.9,12,2020,WY
23.3,4.9,01,2021,WY
17.4,-4.9,02,2021,WY
32.1,3.0,03,2021,WY
38.0,-0.8,04,2021,WY
48.8,0.4,05,2021,WY
64.8,7.2,06,2021,WY
70.1,4.8,07,2021,WY
64.2,0.8,08,2021,WY
58.1,4.5,09,2021,WY
43.9,1.4,10,2021,WY
36.6,7.6,11,2021,WY
26.1,5.5,12,2021,WY
28.5,4.4,01,2016,MA
30.9,5.9,02,2016,MA
41.0,6.8,03,2016,MA
45.0,0.3,04,2016,MA
57.2,1.5,05,2016,MA
66.1,1.7,06,2016,MA
72.6,2.9,07,2016,MA
72.5,5.0,08,2016,MA
64.6,4.2,09,2016,MA
52.2,2.2,10,2016,MA
42.2,3.0,11,2016,MA
31.0,2.9,12,2016,MA
31.5,7.4,01,2017,MA
33.0,8.0,02,2017,MA
31.5,-2.7,03,2017,MA
50.2,5.5,04,2017,MA
55.2,-0.5,05,2017,MA
66.0,1.6,06,2017,MA
70.0,0.3,07,2017,MA
68.0,0.5,08,2017,MA
65.1,4.7,09,2017,MA
57.5,7.5,10,2017,MA
40.3,1.1,11,2017,MA
26.6,-1.5,12,2017,MA
24.5,0.4,01,2018,MA
34.3,9.3,02,2018,MA
34.8,0.6,03,2018,MA
42.3,-2.4,04,2018,MA
60.8,5.1,05,2018,MA
64.8,0.4,06,2018,MA
73.3,3.6,07,2018,MA
73.5,6.0,08,2018,MA
65.2,4.8,09,2018,MA
50.3,0.3,10,2018,MA
37.8,-1.4,11,2018,MA
32.1,4.0,12,2018,MA
25.9,1.8,01,2019,MA
28.5,3.5,02,2019,MA
33.7,-0.5,03,2019,MA
47.7,3.0,04,2019,MA
55.3,-0.4,05,2019,MA
65.5,1.1,06,2019,MA
73.8,4.1,07,2019,MA
69.8,2.3,08,2019,MA
62.0,1.6,09,2019,MA
52.4,2.4,10,2019,MA
37.4,-1.8,11,2019,MA
30.5,2.4,12,2019,MA
32.0,7.9,01,2020,MA
32.4,7.4,02,2020,MA
40.2,6.0,03,2020,MA
43.1,-1.6,04,2020,MA
56.2,0.5,05,2020,MA
67.6,3.2,06,2020,MA
74.6,4.9,07,2020,MA
71.7,4.2,08,2020,MA
62.8,2.4,09,2020,MA
52.4,2.4,10,2020,MA
44.7,5.5,11,2020,MA
33.1,5.0,12,2020,MA
28.7,4.6,01,2021,MA
27.6,2.6,02,2021,MA
38.2,4.0,03,2021,MA
47.8,3.1,04,2021,MA
57.6,1.9,05,2021,MA
69.3,4.9,06,2021,MA
69.8,0.1,07,2021,MA
72.6,5.1,08,2021,MA
64.8,4.4,09,2021,MA
56.1,6.1,10,2021,MA
40.7,1.5,11,2021,MA
35.8,7.7,12,2021,MA
31.3,4.1,01,2016,RI
33.1,5.3,02,2016,RI
42.9,6.8,03,2016,RI
46.2,0.5,04,2016,RI
57.9,1.8,05,2016,RI
66.9,2.2,06,2016,RI
73.8,3.5,07,2016,RI
73.9,5.2,08,2016,RI
66.4,4.5,09,2016,RI
54.7,2.8,10,2016,RI
45.2,3.7,11,2016,RI
34.2,3.2,12,2016,RI
34.2,7.0,01,2017,RI
35.2,7.4,02,2017,RI
34.1,-2.0,03,2017,RI
51.5,5.8,04,2017,RI
56.5,0.4,05,2017,RI
66.8,2.1,06,2017,RI
71.1,0.8,07,2017,RI
69.8,1.1,08,2017,RI
66.4,4.5,09,2017,RI
59.6,7.7,10,2017,RI
43.1,1.6,11,2017,RI
30.1,-0.9,12,2017,RI
27.6,0.4,01,2018,RI
37.7,9.9,02,2018,RI
37.3,1.2,03,2018,RI
44.4,-1.3,04,2018,RI
61.4,5.3,05,2018,RI
65.9,1.2,06,2018,RI
73.8,3.5,07,2018,RI
75.1,6.4,08,2018,RI
66.5,4.6,09,2018,RI
52.7,0.8,10,2018,RI
41.0,-0.5,11,2018,RI
35.3,4.3,12,2018,RI
29.0,1.8,01,2019,RI
31.6,3.8,02,2019,RI
35.9,-0.2,03,2019,RI
49.2,3.5,04,2019,RI
56.4,0.3,05,2019,RI
66.5,1.8,06,2019,RI
74.8,4.5,07,2019,RI
71.3,2.6,08,2019,RI
63.9,2.0,09,2019,RI
54.7,2.8,10,2019,RI
40.1,-1.4,11,2019,RI
34.1,3.1,12,2019,RI
35.3,8.1,01,2020,RI
35.4,7.6,02,2020,RI
42.6,6.5,03,2020,RI
44.1,-1.6,04,2020,RI
56.6,0.5,05,2020,RI
68.1,3.4,06,2020,RI
75.4,5.1,07,2020,RI
73.8,5.1,08,2020,RI
64.5,2.6,09,2020,RI
54.6,2.7,10,2020,RI
47.5,6.0,11,2020,RI
35.7,4.7,12,2020,RI
31.5,4.3,01,2021,RI
30.9,3.1,02,2021,RI
40.3,4.2,03,2021,RI
48.9,3.2,04,2021,RI
58.2,2.1,05,2021,RI
69.8,5.1,06,2021,RI
71.3,1.0,07,2021,RI
73.7,5.0,08,2021,RI
66.6,4.7,09,2021,RI
58.5,6.6,10,2021,RI
43.0,1.5,11,2021,RI
38.7,7.7,12,2021,RI
34.8,-2.4,01,2016,TN
42.5,2.4,02,2016,TN
53.9,5.5,03,2016,TN
59.5,1.9,04,2016,TN
65.3,-0.8,05,2016,TN
76.5,2.7,06,2016,TN
79.8,2.7,07,2016,TN
79.0,3.0,08,2016,TN
74.1,3.9,09,2016,TN
64.6,5.8,10,2016,TN
52.7,5.3,11,2016,TN
40.9,1.7,12,2016,TN
44.9,7.7,01,2017,TN
48.9,8.8,02,2017,TN
51.1,2.7,03,2017,TN
63.1,5.5,04,2017,TN
66.6,0.5,05,2017,TN
73.0,-0.8,06,2017,TN
78.1,1.0,07,2017,TN
74.6,-1.4,08,2017,TN
69.1,-1.1,09,2017,TN
60.8,2.0,10,2017,TN
49.9,2.5,11,2017,TN
39.5,0.3,12,2017,TN
32.9,-4.3,01,2018,TN
48.5,8.4,02,2018,TN
48.2,-0.2,03,2018,TN
52.9,-4.7,04,2018,TN
72.3,6.2,05,2018,TN
76.5,2.7,06,2018,TN
78.1,1.0,07,2018,TN
76.5,0.5,08,2018,TN
74.9,4.7,09,2018,TN
61.0,2.2,10,2018,TN
44.4,-3.0,11,2018,TN
42.7,3.5,12,2018,TN
39.4,2.2,01,2019,TN
46.7,6.6,02,2019,TN
46.9,-1.5,03,2019,TN
59.3,1.7,04,2019,TN
70.1,4.0,05,2019,TN
73.4,-0.4,06,2019,TN
77.8,0.7,07,2019,TN
76.9,0.9,08,2019,TN
76.4,6.2,09,2019,TN
61.7,2.9,10,2019,TN
44.2,-3.2,11,2019,TN
45.2,6.0,12,2019,TN
43.0,5.8,01,2020,TN
43.3,3.2,02,2020,TN
54.7,6.3,03,2020,TN
55.4,-2.2,04,2020,TN
64.0,-2.1,05,2020,TN
73.5,-0.3,06,2020,TN
79.2,2.1,07,2020,TN
76.4,0.4,08,2020,TN
69.9,-0.3,09,2020,TN
60.4,1.6,10,2020,TN
51.9,4.5,11,2020,TN
39.5,0.3,12,2020,TN
39.6,2.4,01,2021,TN
37.4,-2.7,02,2021,TN
53.6,5.2,03,2021,TN
56.2,-1.4,04,2021,TN
64.2,-1.9,05,2021,TN
74.1,0.3,06,2021,TN
77.1,0.0,07,2021,TN
77.2,1.2,08,2021,TN
69.7,-0.5,09,2021,TN
63.4,4.6,10,2021,TN
45.6,-1.8,11,2021,TN
50.5,11.3,12,2021,TN
