value,anomaly,month,year,state
52.0,1.4,04,2016,IN
60.6,-0.7,05,2016,IN
72.9,2.4,06,2016,IN
74.6,0.1,07,2016,IN
75.7,3.4,08,2016,IN
69.9,4.2,09,2016,IN
59.5,5.6,10,2016,IN
47.0,5.9,11,2016,IN
29.8,-0.5,12,2016,IN
33.8,7.3,01,2017,IN
41.3,11.9,02,2017,IN
42.6,3.1,03,2017,IN
57.0,6.4,04,2017,IN
60.9,-0.4,05,2017,IN
71.1,0.6,06,2017,IN
74.2,-0.3,07,2017,IN
70.0,-2.3,08,2017,IN
67.2,1.5,09,2017,IN
57.6,3.7,10,2017,IN
42.4,1.3,11,2017,IN
29.6,-0.7,12,2017,IN
24.5,-2.0,01,2018,IN
35.1,5.7,02,2018,IN
38.2,-1.3,03,2018,IN
45.1,-5.5,04,2018,IN
69.7,8.4,05,2018,IN
73.4,2.9,06,2018,IN
74.1,-0.4,07,2018,IN
74.0,1.7,08,2018,IN
69.9,4.2,09,2018,IN
54.9,1.0,10,2018,IN
36.8,-4.3,11,2018,IN
35.4,5.1,12,2018,IN
27.0,0.5,01,2019,IN
32.3,2.9,02,2019,IN
37.2,-2.3,03,2019,IN
52.2,1.6,04,2019,IN
62.6,1.3,05,2019,IN
69.9,-0.6,06,2019,IN
76.3,1.8,07,2019,IN
72.3,0.0,08,2019,IN
70.8,5.1,09,2019,IN
55.5,1.6,10,2019,IN
36.5,-4.6,11,2019,IN
36.2,5.9,12,2019,IN
34.3,7.8,01,2020,IN
32.8,3.4,02,2020,IN
44.6,5.1,03,2020,IN
48.9,-1.7,04,2020,IN
59.7,-1.6,05,2020,IN
72.1,1.6,06,2020,IN
76.5,2.0,07,2020,IN
72.0,-0.3,08,2020,IN
65.2,-0.5,09,2020,IN
53.1,-0.8,10,2020,IN
46.7,5.6,11,2020,IN
33.6,3.3,12,2020,IN
30.5,4.0,01,2021,IN
23.7,-5.7,02,2021,IN
45.8,6.3,03,2021,IN
51.9,1.3,04,2021,IN
59.6,-1.7,05,2021,IN
72.6,2.1,06,2021,IN
73.7,-0.8,07,2021,IN
75.1,2.8,08,2021,IN
68.4,2.7,09,2021,IN
60.2,6.3,10,2021,IN
40.0,-1.1,11,2021,IN
40.6,10.3,12,2021,IN
34.3,0.7,01,2016,NM
42.0,4.2,02,2016,NM
48.3,4.8,03,2016,NM
52.3,0.9,04,2016,NM
59.4,-0.8,05,2016,NM
73.0,3.8,06,2016,NM
76.9,4.2,07,2016,NM
70.1,-0.8,08,2016,NM
65.9,1.4,09,2016,NM
59.6,5.5,10,2016,NM
46.7,4.6,11,2016,NM
37.8,3.5,12,2016,NM
37.2,3.6,01,2017,NM
44.5,6.7,02,2017,NM
51.2,7.7,03,2017,NM
53.7,2.3,04,2017,NM
60.1,-0.1,05,2017,NM
72.8,3.6,06,2017,NM
74.6,1.9,07,2017,NM
70.8,-0.1,08,2017,NM
66.4,1.9,09,2017,NM
56.4,2.3,10,2017,NM
50.2,8.1,11,2017,NM
38.7,4.4,12,2017,NM
37.0,3.4,01,2018,NM
41.3,3.5,02,2018,NM
47.2,3.7,03,2018,NM
55.1,3.7,04,2018,NM
65.5,5.3,05,2018,NM
74.3,5.1,06,2018,NM
75.1,2.4,07,2018,NM
73.0,2.1,08,2018,NM
66.9,2.4,09,2018,NM
53.9,-0.2,10,2018,NM
41.2,-0.9,11,2018,NM
35.6,1.3,12,2018,NM
35.6,2.0,01,2019,NM
38.1,0.3,02,2019,NM
45.6,2.1,03,2019,NM
53.9,2.5,04,2019,NM
58.1,-2.1,05,2019,NM
69.4,0.2,06,2019,NM
75.5,2.8,07,2019,NM
75.3,4.4,08,2019,NM
69.0,4.5,09,2019,NM
52.2,-1.9,10,2019,NM
43.5,1.4,11,2019,NM
37.2,2.9,12,2019,NM
37.1,3.5,01,2020,NM
38.5,0.7,02,2020,NM
48.0,4.5,03,2020,NM
54.0,2.6,04,2020,NM
65.1,4.9,05,2020,NM
72.5,3.3,06,2020,NM
76.6,3.9,07,2020,NM
76.2,5.3,08,2020,NM
65.0,0.5,09,2020,NM
56.6,2.5,10,2020,NM
47.5,5.4,11,2020,NM
35.0,0.7,12,2020,NM
35.0,1.4,01,2021,NM
37.2,-0.6,02,2021,NM
44.8,1.3,03,2021,NM
53.1,1.7,04,2021,NM
62.6,2.4,05,2021,NM
73.1,3.9,06,2021,NM
73.3,0.6,07,2021,NM
72.1,1.2,08,2021,NM
68.2,3.7,09,2021,NM
55.5,1.4,10,2021,NM
47.6,5.5,11,2021,NM
41.9,7.6,12,2021,NM
12.6,6.1,01,2016,MN
19.9,7.8,02,2016,MN
35.7,10.4,03,2016,MN
42.5,1.2,04,2016,MN
56.7,2.5,05,2016,MN
65.6,1.9,06,2016,MN
69.3,0.5,07,2016,MN
68.1,1.8,08,2016,MN
60.7,3.9,09,2016,MN
48.2,3.2,10,2016,MN
40.2,12.3,11,2016,MN
15.3,2.4,12,2016,MN
14.6,8.1,01,2017,MN
23.9,11.8,02,2017,MN
28.2,2.9,03,2017,MN
44.4,3.1,04,2017,MN
53.6,-0.6,05,2017,MN
65.0,1.3,06,2017,MN
69.2,0.4,07,2017,MN
64.0,-2.3,08,2017,MN
60.8,4.0,09,2017,MN
47.1,2.1,10,2017,MN
27.4,-0.5,11,2017,MN
13.4,0.5,12,2017,MN
10.4,3.9,01,2018,MN
8.6,-3.5,02,2018,MN
27.5,2.2,03,2018,MN
32.7,-8.6,04,2018,MN
61.1,6.9,05,2018,MN
67.0,3.3,06,2018,MN
69.7,0.9,07,2018,MN
67.4,1.1,08,2018,MN
59.0,2.2,09,2018,MN
40.7,-4.3,10,2018,MN
22.8,-5.1,11,2018,MN
20.2,7.3,12,2018,MN
6.6,0.1,01,2019,MN
5.3,-6.8,02,2019,MN
22.6,-2.7,03,2019,MN
41.4,0.1,04,2019,MN
50.5,-3.7,05,2019,MN
64.4,0.7,06,2019,MN
70.4,1.6,07,2019,MN
65.2,-1.1,08,2019,MN
60.2,3.4,09,2019,MN
42.4,-2.6,10,2019,MN
26.0,-1.9,11,2019,MN
16.6,3.7,12,2019,MN
14.1,7.6,01,2020,MN
14.0,1.9,02,2020,MN
30.4,5.1,03,2020,MN
39.4,-1.9,04,2020,MN
53.5,-0.7,05,2020,MN
67.7,4.0,06,2020,MN
71.3,2.5,07,2020,MN
68.2,1.9,08,2020,MN
56.5,-0.3,09,2020,MN
38.9,-6.1,10,2020,MN
33.9,6.0,11,2020,MN
21.0,8.1,12,2020,MN
18.3,11.8,01,2021,MN
6.6,-5.5,02,2021,MN
35.6,10.3,03,2021,MN
42.2,0.9,04,2021,MN
55.1,0.9,05,2021,MN
69.9,6.2,06,2021,MN
71.1,2.3,07,2021,MN
69.4,3.1,08,2021,MN
61.6,4.8,09,2021,MN
51.4,6.4,10,2021,MN
32.2,4.3,11,2021,MN
18.1,5.2,12,2021,MN
31.1,1.2,01,2016,NV
38.0,3.9,02,2016,NV
44.2,4.7,03,2016,NV
50.1,3.5,04,2016,NV
55.1,0.1,05,2016,NV
69.7,5.8,06,2016,NV
73.7,1.6,07,2016,NV
72.1,2.0,08,2016,NV
62.3,0.6,09,2016,NV
53.2,2.5,10,2016,NV
43.2,4.3,11,2016,NV
30.5,-0.7,12,2016,NV
29.1,-0.8,01,2017,NV
38.1,4.0,02,2017,NV
45.7,6.2,03,2017,NV
47.1,0.5,04,2017,NV
57.1,2.1,05,2017,NV
68.6,4.7,06,2017,NV
76.2,4.1,07,2017,NV
73.5,3.4,08,2017,NV
61.6,-0.1,09,2017,NV
50.4,-0.3,10,2017,NV
44.4,5.5,11,2017,NV
34.8,3.6,12,2017,NV
38.5,8.6,01,2018,NV
33.7,-0.4,02,2018,NV
39.5,0.0,03,2018,NV
50.0,3.4,04,2018,NV
57.7,2.7,05,2018,NV
67.8,3.9,06,2018,NV
77.0,4.9,07,2018,NV
73.2,3.1,08,2018,NV
65.0,3.3,09,2018,NV
50.3,-0.4,10,2018,NV
39.4,0.5,11,2018,NV
32.0,0.8,12,2018,NV
34.1,4.2,01,2019,NV
30.0,-4.1,02,2019,NV
40.1,0.6,03,2019,NV
50.1,3.5,04,2019,NV
51.7,-3.3,05,2019,NV
64.3,0.4,06,2019,NV
72.8,0.7,07,2019,NV
73.1,3.0,08,2019,NV
61.7,0.0,09,2019,NV
45.6,-5.1,10,2019,NV
41.8,2.9,11,2019,NV
33.2,2.0,12,2019,NV
35.3,5.4,01,2020,NV
36.3,2.2,02,2020,NV
40.5,1.0,03,2020,NV
48.8,2.2,04,2020,NV
58.8,3.8,05,2020,NV
65.0,1.1,06,2020,NV
74.2,2.1,07,2020,NV
75.6,5.5,08,2020,NV
66.6,4.9,09,2020,NV
55.3,4.6,10,2020,NV
40.5,1.6,11,2020,NV
32.4,1.2,12,2020,NV
33.7,3.8,01,2021,NV
35.7,1.6,02,2021,NV
39.2,-0.3,03,2021,NV
49.4,2.8,04,2021,NV
57.2,2.2,05,2021,NV
72.6,8.7,06,2021,NV
77.7,5.6,07,2021,NV
72.4,2.3,08,2021,NV
65.6,3.9,09,2021,NV
49.5,-1.2,10,2021,NV
45.1,6.2,11,2021,NV
32.4,1.2,12,2021,NV
34.3,1.0,01,2016,DE
38.5,4.1,02,2016,DE
49.7,7.0,03,2016,DE
53.1,1.1,04,2016,DE
61.7,-0.4,05,2016,DE
72.4,1.7,06,2016,DE
79.6,4.1,07,2016,DE
78.6,4.9,08,2016,DE
72.0,4.6,09,2016,DE
60.3,3.9,10,2016,DE
49.0,3.3,11,2016,DE
39.2,3.0,12,2016,DE
39.1,5.8,01,2017,DE
44.4,10.0,02,2017,DE
43.8,1.1,03,2017,DE
59.6,7.6,04,2017,DE
62.8,0.7,05,2017,DE
73.6,2.9,06,2017,DE
78.4,2.9,07,2017,DE
74.0,0.3,08,2017,DE
69.8,2.4,09,2017,DE
62.4,6.0,10,2017,DE
47.5,1.8,11,2017,DE
36.1,-0.1,12,2017,DE
32.8,-0.5,01,2018,DE
43.2,8.8,02,2018,DE
40.5,-2.2,03,2018,DE
51.6,-0.4,04,2018,DE
68.3,6.2,05,2018,DE
72.6,1.9,06,2018,DE
77.2,1.7,07,2018,DE
78.6,4.9,08,2018,DE
73.6,6.2,09,2018,DE
60.2,3.8,10,2018,DE
45.7,0.0,11,2018,DE
41.4,5.2,12,2018,DE
35.3,2.0,01,2019,DE
38.7,4.3,02,2019,DE
43.2,0.5,03,2019,DE
58.7,6.7,04,2019,DE
66.9,4.8,05,2019,DE
73.8,3.1,06,2019,DE
79.8,4.3,07,2019,DE
76.4,2.7,08,2019,DE
71.6,4.2,09,2019,DE
61.5,5.1,10,2019,DE
43.6,-2.1,11,2019,DE
40.0,3.8,12,2019,DE
40.2,6.9,01,2020,DE
41.9,7.5,02,2020,DE
49.5,6.8,03,2020,DE
51.8,-0.2,04,2020,DE
60.6,-1.5,05,2020,DE
73.7,3.0,06,2020,DE
80.7,5.2,07,2020,DE
77.2,3.5,08,2020,DE
68.7,1.3,09,2020,DE
60.0,3.6,10,2020,DE
51.8,6.1,11,2020,DE
39.7,3.5,12,2020,DE
36.1,2.8,01,2021,DE
35.4,1.0,02,2021,DE
47.4,4.7,03,2021,DE
55.3,3.3,04,2021,DE
63.4,1.3,05,2021,DE
73.7,3.0,06,2021,DE
77.6,2.1,07,2021,DE
77.0,3.3,08,2021,DE
69.9,2.5,09,2021,DE
63.0,6.6,10,2021,DE
45.1,-0.6,11,2021,DE
43.9,7.7,12,2021,DE
31.6,-2.0,01,2016,KY
38.9,2.4,02,2016,KY
51.8,6.4,03,2016,KY
57.3,2.1,04,2016,KY
62.9,-1.5,05,2016,KY
74.9,2.3,06,2016,KY
77.9,1.6,07,2016,KY
78.0,3.2,08,2016,KY
72.2,3.6,09,2016,KY
62.7,5.7,10,2016,KY
49.9,4.6,11,2016,KY
37.0,0.8,12,2016,KY
40.9,7.3,01,2017,KY
46.2,9.7,02,2017,KY
47.9,2.5,03,2017,KY
61.5,6.3,04,2017,KY
65.0,0.6,05,2017,KY
71.7,-0.9,06,2017,KY
76.9,0.6,07,2017,KY
73.1,-1.7,08,2017,KY
68.3,-0.3,09,2017,KY
59.4,2.4,10,2017,KY
47.1,1.8,11,2017,KY
35.8,-0.4,12,2017,KY
30.0,-3.6,01,2018,KY
44.6,8.1,02,2018,KY
44.1,-1.3,03,2018,KY
50.7,-4.5,04,2018,KY
71.8,7.4,05,2018,KY
75.5,2.9,06,2018,KY
76.6,0.3,07,2018,KY
75.8,1.0,08,2018,KY
73.1,4.5,09,2018,KY
58.9,1.9,10,2018,KY
41.9,-3.4,11,2018,KY
40.5,4.3,12,2018,KY
35.1,1.5,01,2019,KY
42.3,5.8,02,2019,KY
43.1,-2.3,03,2019,KY
57.8,2.6,04,2019,KY
68.4,4.0,05,2019,KY
71.9,-0.7,06,2019,KY
77.4,1.1,07,2019,KY
75.6,0.8,08,2019,KY
74.8,6.2,09,2019,KY
60.0,3.0,10,2019,KY
41.2,-4.1,11,2019,KY
42.1,5.9,12,2019,KY
40.2,6.6,01,2020,KY
39.7,3.2,02,2020,KY
51.4,6.0,03,2020,KY
52.8,-2.4,04,2020,KY
62.2,-2.2,05,2020,KY
72.6,0.0,06,2020,KY
78.7,2.4,07,2020,KY
74.8,0.0,08,2020,KY
68.3,-0.3,09,2020,KY
57.8,0.8,10,2020,KY
49.9,4.6,11,2020,KY
37.3,1.1,12,2020,KY
35.7,2.1,01,2021,KY
32.3,-4.2,02,2021,KY
50.5,5.1,03,2021,KY
54.5,-0.7,04,2021,KY
62.4,-2.0,05,2021,KY
73.4,0.8,06,2021,KY
75.9,-0.4,07,2021,KY
76.6,1.8,08,2021,KY
68.9,0.3,09,2021,KY
62.5,5.5,10,2021,KY
43.4,-1.9,11,2021,KY
47.6,11.4,12,2021,KY
27.2,0.3,01,2016,OH
33.6,4.6,02,2016,OH
46.5,8.0,03,2016,OH
50.2,1.0,04,2016,OH
59.7,-0.3,05,2016,OH
71.2,2.3,06,2016,OH
74.8,1.8,07,2016,OH
76.0,5.1,08,2016,OH
69.2,4.7,09,2016,OH
57.7,4.9,10,2016,OH
45.8,5.0,11,2016,OH
31.0,0.6,12,2016,OH
34.6,7.7,01,2017,OH
40.5,11.5,02,2017,OH
40.4,1.9,03,2017,OH
56.6,7.4,04,2017,OH
60.1,0.1,05,2017,OH
69.6,0.7,06,2017,OH
73.0,0.0,07,2017,OH
69.7,-1.2,08,2017,OH
65.8,1.3,09,2017,OH
57.4,4.6,10,2017,OH
41.8,1.0,11,2017,OH
29.2,-1.2,12,2017,OH
25.0,-1.9,01,2018,OH
36.6,7.6,02,2018,OH
36.4,-2.1,03,2018,OH
45.1,-4.1,04,2018,OH
68.0,8.0,05,2018,OH
71.4,2.5,06,2018,OH
73.8,0.8,07,2018,OH
73.6,2.7,08,2018,OH
69.6,5.1,09,2018,OH
54.3,1.5,10,2018,OH
37.4,-3.4,11,2018,OH
35.1,4.7,12,2018,OH
27.4,0.5,01,2019,OH
33.0,4.0,02,2019,OH
36.8,-1.7,03,2019,OH
52.3,3.1,04,2019,OH
62.8,2.8,05,2019,OH
68.8,-0.1,06,2019,OH
75.9,2.9,07,2019,OH
71.8,0.9,08,2019,OH
69.8,5.3,09,2019,OH
56.5,3.7,10,2019,OH
37.4,-3.4,11,2019,OH
36.2,5.8,12,2019,OH
34.9,8.0,01,2020,OH
32.8,3.8,02,2020,OH
44.7,6.2,03,2020,OH
47.8,-1.4,04,2020,OH
58.4,-1.6,05,2020,OH
70.4,1.5,06,2020,OH
76.9,3.9,07,2020,OH
72.2,1.3,08,2020,OH
64.7,0.2,09,2020,OH
53.5,0.7,10,2020,OH
46.4,5.6,11,2020,OH
33.6,3.2,12,2020,OH
30.9,4.0,01,2021,OH
25.2,-3.8,02,2021,OH
44.7,6.2,03,2021,OH
51.4,2.2,04,2021,OH
58.8,-1.2,05,2021,OH
71.5,2.6,06,2021,OH
72.9,-0.1,07,2021,OH
74.6,3.7,08,2021,OH
66.9,2.4,09,2021,OH
60.3,7.5,10,2021,OH
40.5,-0.3,11,2021,OH
40.2,9.8,12,2021,OH
33.1,-1.7,01,2016,VA
38.4,1.7,02,2016,VA
51.8,7.1,03,2016,VA
55.1,1.1,04,2016,VA
61.9,-1.3,05,2016,VA
71.8,0.9,06,2016,VA
77.3,2.6,07,2016,VA
77.0,3.9,08,2016,VA
71.8,4.7,09,2016,VA
59.8,3.6,10,2016,VA
48.3,2.8,11,2016,VA
39.1,2.3,12,2016,VA
40.1,5.3,01,2017,VA
46.0,9.3,02,2017,VA
45.9,1.2,03,2017,VA
60.6,6.6,04,2017,VA
63.4,0.2,05,2017,VA
71.2,0.3,06,2017,VA
76.8,2.1,07,2017,VA
72.8,-0.3,08,2017,VA
67.4,0.3,09,2017,VA
60.2,4.0,10,2017,VA
46.1,0.6,11,2017,VA
37.2,0.4,12,2017,VA
31.8,-3.0,01,2018,VA
45.2,8.5,02,2018,VA
41.2,-3.5,03,2018,VA
52.2,-1.8,04,2018,VA
69.7,6.5,05,2018,VA
73.1,2.2,06,2018,VA
75.1,0.4,07,2018,VA
75.2,2.1,08,2018,VA
72.8,5.7,09,2018,VA
59.0,2.8,10,2018,VA
43.8,-1.7,11,2018,VA
39.7,2.9,12,2018,VA
36.3,1.5,01,2019,VA
41.8,5.1,02,2019,VA
43.9,-0.8,03,2019,VA
58.1,4.1,04,2019,VA
68.9,5.7,05,2019,VA
71.2,0.3,06,2019,VA
77.1,2.4,07,2019,VA
74.7,1.6,08,2019,VA
72.5,5.4,09,2019,VA
60.6,4.4,10,2019,VA
43.1,-2.4,11,2019,VA
41.5,4.7,12,2019,VA
40.6,5.8,01,2020,VA
42.4,5.7,02,2020,VA
51.7,7.0,03,2020,VA
53.3,-0.7,04,2020,VA
60.5,-2.7,05,2020,VA
71.3,0.4,06,2020,VA
78.7,4.0,07,2020,VA
75.5,2.4,08,2020,VA
66.4,-0.7,09,2020,VA
59.0,2.8,10,2020,VA
51.3,5.8,11,2020,VA
38.4,1.6,12,2020,VA
36.6,1.8,01,2021,VA
36.6,-0.1,02,2021,VA
48.5,3.8,03,2021,VA
55.3,1.3,04,2021,VA
62.3,-0.9,05,2021,VA
72.0,1.1,06,2021,VA
75.9,1.2,07,2021,VA
76.3,3.2,08,2021,VA
68.5,1.4,09,2021,VA
62.4,6.2,10,2021,VA
44.5,-1.0,11,2021,VA
45.8,9.0,12,2021,VA
14.6,8.2,01,2016,ND
25.6,13.7,02,2016,ND
36.3,11.5,03,2016,ND
41.8,0.6,04,2016,ND
56.6,2.9,05,2016,ND
66.0,3.1,06,2016,ND
69.3,0.3,07,2016,ND
68.0,1.1,08,2016,ND
58.6,2.3,09,2016,ND
46.1,2.1,10,2016,ND
39.3,12.9,11,2016,ND
10.2,-2.5,12,2016,ND
11.2,4.8,01,2017,ND
20.5,8.6,02,2017,ND
27.4,2.6,03,2017,ND
42.7,1.5,04,2017,ND
54.8,1.1,05,2017,ND
64.8,1.9,06,2017,ND
72.2,3.2,07,2017,ND
65.2,-1.7,08,2017,ND
58.3,2.0,09,2017,ND
45.0,1.0,10,2017,ND
26.4,0.0,11,2017,ND
15.6,2.9,12,2017,ND
11.8,5.4,01,2018,ND
5.4,-6.5,02,2018,ND
24.7,-0.1,03,2018,ND
33.3,-7.9,04,2018,ND
60.2,6.5,05,2018,ND
67.4,4.5,06,2018,ND
69.3,0.3,07,2018,ND
67.6,0.7,08,2018,ND
55.0,-1.3,09,2018,ND
39.1,-4.9,10,2018,ND
22.9,-3.5,11,2018,ND
20.8,8.1,12,2018,ND
9.8,3.4,01,2019,ND
-2.7,-14.6,02,2019,ND
20.6,-4.2,03,2019,ND
41.8,0.6,04,2019,ND
49.6,-4.1,05,2019,ND
64.0,1.1,06,2019,ND
69.3,0.3,07,2019,ND
65.5,-1.4,08,2019,ND
58.3,2.0,09,2019,ND
37.6,-6.4,10,2019,ND
26.1,-0.3,11,2019,ND
16.1,3.4,12,2019,ND
12.9,6.5,01,2020,ND
17.8,5.9,02,2020,ND
29.8,5.0,03,2020,ND
37.6,-3.6,04,2020,ND
52.5,-1.2,05,2020,ND
66.9,4.0,06,2020,ND
70.3,1.3,07,2020,ND
69.2,2.3,08,2020,ND
57.1,0.8,09,2020,ND
37.8,-6.2,10,2020,ND
31.8,5.4,11,2020,ND
23.4,10.7,12,2020,ND
21.1,14.7,01,2021,ND
5.9,-6.0,02,2021,ND
35.8,11.0,03,2021,ND
40.7,-0.5,04,2021,ND
52.8,-0.9,05,2021,ND
69.3,6.4,06,2021,ND
73.8,4.8,07,2021,ND
68.9,2.0,08,2021,ND
62.3,6.0,09,2021,ND
48.6,4.6,10,2021,ND
32.6,6.2,11,2021,ND
14.1,1.4,12,2021,ND
33.0,4.6,01,2016,WA
39.1,6.0,02,2016,WA
41.8,3.2,03,2016,WA
51.6,6.5,04,2016,WA
55.1,3.3,05,2016,WA
59.9,2.2,06,2016,WA
63.6,-0.5,07,2016,WA
65.9,2.4,08,2016,WA
56.4,-0.5,09,2016,WA
47.4,0.2,10,2016,WA
43.0,6.4,11,2016,WA
26.1,-4.5,12,2016,WA
24.8,-3.6,01,2017,WA
31.0,-2.1,02,2017,WA
39.3,0.7,03,2017,WA
44.2,-0.9,04,2017,WA
53.7,1.9,05,2017,WA
59.5,1.8,06,2017,WA
67.1,3.0,07,2017,WA
68.6,5.1,08,2017,WA
59.8,2.9,09,2017,WA
46.2,-1.0,10,2017,WA
37.7,1.1,11,2017,WA
29.9,-0.7,12,2017,WA
35.4,7.0,01,2018,WA
32.4,-0.7,02,2018,WA
38.8,0.2,03,2018,WA
45.3,0.2,04,2018,WA
57.6,5.8,05,2018,WA
58.2,0.5,06,2018,WA
67.5,3.4,07,2018,WA
66.0,2.5,08,2018,WA
56.3,-0.6,09,2018,WA
47.4,0.2,10,2018,WA
38.6,2.0,11,2018,WA
33.1,2.5,12,2018,WA
34.2,5.8,01,2019,WA
25.3,-7.8,02,2019,WA
36.2,-2.4,03,2019,WA
46.3,1.2,04,2019,WA
55.6,3.8,05,2019,WA
59.5,1.8,06,2019,WA
63.8,-0.3,07,2019,WA
66.4,2.9,08,2019,WA
57.1,0.2,09,2019,WA
42.8,-4.4,10,2019,WA
37.6,1.0,11,2019,WA
33.5,2.9,12,2019,WA
34.2,5.8,01,2020,WA
35.6,2.5,02,2020,WA
38.3,-0.3,03,2020,WA
46.0,0.9,04,2020,WA
53.3,1.5,05,2020,WA
57.9,0.2,06,2020,WA
64.8,0.7,07,2020,WA
65.7,2.2,08,2020,WA
61.2,4.3,09,2020,WA
48.4,1.2,10,2020,WA
37.6,1.0,11,2020,WA
33.7,3.1,12,2020,WA
34.6,6.2,01,2021,WA
31.3,-1.8,02,2021,WA
39.7,1.1,03,2021,WA
46.8,1.7,04,2021,WA
52.6,0.8,05,2021,WA
64.6,6.9,06,2021,WA
69.8,5.7,07,2021,WA
65.8,2.3,08,2021,WA
58.0,1.1,09,2021,WA
46.6,-0.6,10,2021,WA
39.9,3.3,11,2021,WA
29.4,-1.2,12,2021,WA
29.7,4.3,01,2016,CT
32.0,5.7,02,2016,CT
43.2,7.8,03,2016,CT
46.8,0.8,04,2016,CT
58.4,1.6,05,2016,CT
67.4,2.0,06,2016,CT
74.1,3.4,07,2016,CT
73.9,5.3,08,2016,CT
66.2,4.7,09,2016,CT
53.5,2.5,10,2016,CT
43.5,3.3,11,2016,CT
32.6,3.4,12,2016,CT
32.7,7.3,01,2017,CT
34.6,8.3,02,2017,CT
33.4,-2.0,03,2017,CT
51.8,5.8,04,2017,CT
56.7,-0.1,05,2017,CT
67.0,1.6,06,2017,CT
71.5,0.8,07,2017,CT
69.1,0.5,08,2017,CT
66.0,4.5,09,2017,CT
58.6,7.6,10,2017,CT
41.0,0.8,11,2017,CT
28.7,-0.5,12,2017,CT
25.4,0.0,01,2018,CT
35.7,9.4,02,2018,CT
36.4,1.0,03,2018,CT
43.4,-2.6,04,2018,CT
62.2,5.4,05,2018,CT
66.4,1.0,06,2018,CT
74.0,3.3,07,2018,CT
74.3,5.7,08,2018,CT
66.1,4.6,09,2018,CT
52.3,1.3,10,2018,CT
39.1,-1.1,11,2018,CT
33.8,4.6,12,2018,CT
27.0,1.6,01,2019,CT
30.2,3.9,02,2019,CT
35.0,-0.4,03,2019,CT
49.1,3.1,04,2019,CT
57.1,0.3,05,2019,CT
66.5,1.1,06,2019,CT
74.9,4.2,07,2019,CT
70.6,2.0,08,2019,CT
63.2,1.7,09,2019,CT
53.6,2.6,10,2019,CT
38.1,-2.1,11,2019,CT
31.7,2.5,12,2019,CT
33.0,7.6,01,2020,CT
33.9,7.6,02,2020,CT
41.4,6.0,03,2020,CT
44.4,-1.6,04,2020,CT
56.4,-0.4,05,2020,CT
68.4,3.0,06,2020,CT
75.6,4.9,07,2020,CT
72.6,4.0,08,2020,CT
63.5,2.0,09,2020,CT
53.2,2.2,10,2020,CT
45.4,5.2,11,2020,CT
33.6,4.4,12,2020,CT
29.2,3.8,01,2021,CT
28.5,2.2,02,2021,CT
39.3,3.9,03,2021,CT
48.8,2.8,04,2021,CT
57.8,1.0,05,2021,CT
69.2,3.8,06,2021,CT
71.1,0.4,07,2021,CT
72.8,4.2,08,2021,CT
65.2,3.7,09,2021,CT
56.8,5.8,10,2021,CT
41.0,0.8,11,2021,CT
37.1,7.9,12,2021,CT
32.0,3.4,01,2016,KS
40.8,7.2,02,2016,KS
49.7,7.3,03,2016,KS
56.3,2.8,04,2016,KS
61.6,-1.8,05,2016,KS
77.5,4.1,06,2016,KS
79.7,0.8,07,2016,KS
76.4,-0.9,08,2016,KS
70.8,2.2,09,2016,KS
61.5,5.0,10,2016,KS
49.9,7.9,11,2016,KS
29.8,-1.7,12,2016,KS
33.0,4.4,01,2017,KS
43.1,9.5,02,2017,KS
48.9,6.5,03,2017,KS
55.6,2.1,04,2017,KS
62.2,-1.2,05,2017,KS
75.1,1.7,06,2017,KS
80.1,1.2,07,2017,KS
73.1,-4.2,08,2017,KS
70.5,1.9,09,2017,KS
57.6,1.1,10,2017,KS
45.2,3.2,11,2017,KS
33.6,2.1,12,2017,KS
29.9,1.3,01,2018,KS
31.9,-1.7,02,2018,KS
45.9,3.5,03,2018,KS
47.6,-5.9,04,2018,KS
71.1,7.7,05,2018,KS
78.2,4.8,06,2018,KS
78.7,-0.2,07,2018,KS
75.7,-1.6,08,2018,KS
70.1,1.5,09,2018,KS
53.6,-2.9,10,2018,KS
38.2,-3.8,11,2018,KS
34.3,2.8,12,2018,KS
31.3,2.7,01,2019,KS
27.9,-5.7,02,2019,KS
39.4,-3.0,03,2019,KS
55.4,1.9,04,2019,KS
60.5,-2.9,05,2019,KS
72.4,-1.0,06,2019,KS
78.6,-0.3,07,2019,KS
77.1,-0.2,08,2019,KS
75.2,6.6,09,2019,KS
51.1,-5.4,10,2019,KS
40.2,-1.8,11,2019,KS
36.7,5.2,12,2019,KS
34.0,5.4,01,2020,KS
34.9,1.3,02,2020,KS
47.9,5.5,03,2020,KS
52.7,-0.8,04,2020,KS
61.7,-1.7,05,2020,KS
77.7,4.3,06,2020,KS
79.2,0.3,07,2020,KS
76.4,-0.9,08,2020,KS
66.3,-2.3,09,2020,KS
52.6,-3.9,10,2020,KS
48.1,6.1,11,2020,KS
35.9,4.4,12,2020,KS
34.0,5.4,01,2021,KS
24.1,-9.5,02,2021,KS
48.1,5.7,03,2021,KS
52.4,-1.1,04,2021,KS
61.9,-1.5,05,2021,KS
75.8,2.4,06,2021,KS
77.7,-1.2,07,2021,KS
79.1,1.8,08,2021,KS
73.3,4.7,09,2021,KS
59.1,2.6,10,2021,KS
46.7,4.7,11,2021,KS
41.1,9.6,12,2021,KS
